,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.0,0.04113924050632911,0.0,0.0031645569620253164,0.0031645569620253164,0.08227848101265822,0.015822784810126583,0.16455696202531644,0.11708860759493671,0.03481012658227848
1,0.05063291139240506,0.0,0.06645569620253164,0.0031645569620253164,0.060126582278481014,0.0189873417721519,0.11708860759493671,0.00949367088607595,0.0,0.10126582278481013
2,0.006329113924050633,0.006329113924050633,0.0031645569620253164,0.04430379746835443,0.028481012658227847,0.0,0.006329113924050633,0.006329113924050633,0.015822784810126583,0.012658227848101266
포착군집,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
