,코스피,코스닥
2011-12-29,1825.74,500.18
2012-01-02,1826.37,506.79
2012-01-03,1875.41,513.83
2012-01-04,1866.22,516.3
2012-01-05,1863.74,521.96
2012-01-06,1843.14,518.94
2012-01-09,1826.49,520.28
2012-01-10,1853.22,525.74
2012-01-11,1845.55,518.58
2012-01-12,1864.57,520.34
2012-01-13,1875.68,523.13
2012-01-16,1859.27,519.85
2012-01-17,1892.74,519.58
2012-01-18,1892.39,513.2
2012-01-19,1914.97,515.7
2012-01-20,1949.89,512.17
2012-01-25,1952.23,511.47
2012-01-26,1957.18,516.45
2012-01-27,1964.83,515.81
2012-01-30,1940.55,510.33
2012-01-31,1955.79,513.99
2012-02-01,1959.24,519.25
2012-02-02,1984.3,522.08
2012-02-03,1972.34,522.59
2012-02-06,1973.13,517.1
2012-02-07,1981.59,519.07
2012-02-08,2003.73,520.95
2012-02-09,2014.62,524.27
2012-02-10,1993.71,528.67
2012-02-13,2005.74,533.19
2012-02-14,2002.64,535.36
2012-02-15,2025.32,537.86
2012-02-16,1997.45,535.3
2012-02-17,2023.47,540.14
2012-02-20,2024.9,540.33
2012-02-21,2024.24,543.06
2012-02-22,2028.65,544.2
2012-02-23,2007.8,541.13
2012-02-24,2019.89,544.14
2012-02-27,1991.16,538.34
2012-02-28,2003.69,540.35
2012-02-29,2030.25,542.3
2012-03-02,2034.63,543.97
2012-03-05,2016.06,539.74
2012-03-06,2000.36,533.62
2012-03-07,1982.15,532.48
2012-03-08,2000.76,535.76
2012-03-09,2018.3,539.55
2012-03-12,2002.5,536.11
2012-03-13,2025.04,538.46
2012-03-14,2045.08,538.86
2012-03-15,2043.76,538.31
2012-03-16,2034.44,539.78
2012-03-19,2047.0,539.83
2012-03-20,2042.15,535.55
2012-03-21,2027.23,533.93
2012-03-22,2026.12,527.9
2012-03-23,2026.83,527.47
2012-03-26,2019.19,523.39
2012-03-27,2039.76,521.74
2012-03-28,2031.74,519.56
2012-03-29,2014.41,514.21
2012-03-30,2014.04,519.56
2012-04-02,2029.29,521.8
2012-04-03,2049.28,515.83
2012-04-04,2018.61,502.97
2012-04-05,2028.77,503.34
2012-04-06,2029.03,503.41
2012-04-09,1997.08,486.8
2012-04-10,1994.41,484.77
2012-04-12,1986.63,485.71
2012-04-13,2008.91,499.46
2012-04-16,1992.63,501.09
2012-04-17,1985.3,500.38
2012-04-18,2004.53,503.63
2012-04-19,1999.86,501.92
2012-04-20,1974.65,497.56
2012-04-23,1972.63,495.02
2012-04-24,1963.42,487.62
2012-04-25,1961.98,483.48
2012-04-26,1964.04,476.62
2012-04-27,1975.35,479.08
2012-04-30,1981.99,478.89
2012-05-02,1999.07,485.54
2012-05-03,1995.11,487.44
2012-05-04,1989.15,490.53
2012-05-07,1956.44,487.01
2012-05-08,1967.01,494.6
2012-05-09,1950.29,491.56
2012-05-10,1944.93,494.27
2012-05-11,1917.13,493.66
2012-05-14,1913.73,488.53
2012-05-15,1898.96,480.5
2012-05-16,1840.53,465.01
2012-05-17,1845.24,468.13
2012-05-18,1782.46,448.68
2012-05-21,1799.13,448.89
2012-05-22,1828.69,461.45
2012-05-23,1808.62,455.9
2012-05-24,1814.47,455.72
2012-05-25,1824.17,462.4
2012-05-29,1849.91,470.02
2012-05-30,1844.86,469.62
2012-05-31,1843.47,471.94
2012-06-01,1834.51,472.13
2012-06-04,1783.13,450.84
2012-06-05,1801.85,456.68
2012-06-07,1847.95,466.18
2012-06-08,1835.64,461.99
2012-06-11,1867.04,469.59
2012-06-12,1854.74,471.97
2012-06-13,1859.32,470.96
2012-06-14,1871.48,472.03
2012-06-15,1858.16,467.75
2012-06-18,1891.71,475.26
2012-06-19,1891.77,478.36
2012-06-20,1904.12,484.55
2012-06-21,1889.15,485.18
2012-06-22,1847.39,485.19
2012-06-25,1825.38,484.44
2012-06-26,1817.81,484.34
2012-06-27,1817.65,483.03
2012-06-28,1819.18,485.91
2012-06-29,1854.01,489.16
2012-07-02,1851.65,490.43
2012-07-03,1867.82,493.91
2012-07-04,1874.45,495.81
2012-07-05,1875.49,497.34
2012-07-06,1858.2,497.21
2012-07-09,1836.13,495.23
2012-07-10,1829.45,492.34
2012-07-11,1826.39,491.93
2012-07-12,1785.39,486.38
2012-07-13,1812.89,484.32
2012-07-16,1817.79,483.5
2012-07-17,1821.96,480.61
2012-07-18,1794.91,472.88
2012-07-19,1822.96,478.68
2012-07-20,1822.93,481.83
2012-07-23,1789.44,472.24
2012-07-24,1793.93,468.28
2012-07-25,1769.31,454.72
2012-07-26,1782.47,457.86
2012-07-27,1829.16,464.72
2012-07-30,1843.79,465.46
2012-07-31,1881.99,467.61
2012-08-01,1879.93,468.53
2012-08-02,1869.4,466.63
2012-08-03,1848.68,465.28
2012-08-06,1885.88,469.61
2012-08-07,1886.8,471.6
2012-08-08,1903.23,471.42
2012-08-09,1940.59,474.05
2012-08-10,1946.4,475.51
2012-08-13,1932.44,478.4
2012-08-14,1956.96,480.74
2012-08-16,1957.91,485.32
2012-08-17,1946.54,487.26
2012-08-20,1946.31,490.13
2012-08-21,1943.22,491.72
2012-08-22,1935.19,492.89
2012-08-23,1942.54,499.34
2012-08-24,1919.81,497.51
2012-08-27,1917.87,493.83
2012-08-28,1916.33,499.53
2012-08-29,1928.54,505.32
2012-08-30,1906.38,505.64
2012-08-31,1905.12,508.35
2012-09-03,1912.71,512.45
2012-09-04,1907.13,507.41
2012-09-05,1874.03,505.39
2012-09-06,1881.24,506.72
2012-09-07,1929.58,510.87
2012-09-10,1924.7,512.11
2012-09-11,1920.0,514.42
2012-09-12,1950.03,517.52
2012-09-13,1950.69,520.48
2012-09-14,2007.58,519.14
2012-09-17,2002.35,519.0
2012-09-18,2004.96,523.52
2012-09-19,2007.88,528.06
2012-09-20,1990.33,528.06
2012-09-21,2002.37,531.49
2012-09-24,2003.44,532.28
2012-09-25,1991.41,522.96
2012-09-26,1980.44,520.71
2012-09-27,1988.7,518.29
2012-09-28,1996.21,523.78
2012-10-02,1996.03,527.56
2012-10-04,1992.68,531.44
2012-10-05,1995.17,535.82
2012-10-08,1981.89,537.79
2012-10-09,1979.04,540.43
2012-10-10,1948.22,533.86
2012-10-11,1933.09,534.95
2012-10-12,1933.26,539.86
2012-10-15,1925.59,529.33
2012-10-16,1941.54,530.23
2012-10-17,1955.15,528.22
2012-10-18,1959.12,514.16
2012-10-19,1943.84,518.81
2012-10-22,1941.59,523.0
2012-10-23,1926.81,524.15
2012-10-24,1913.96,524.35
2012-10-25,1924.5,518.25
2012-10-26,1891.43,505.5
2012-10-29,1891.52,494.88
2012-10-30,1899.58,502.31
2012-10-31,1912.06,508.31
2012-11-01,1898.44,508.83
2012-11-02,1918.72,513.37
2012-11-05,1908.22,515.14
2012-11-06,1928.17,517.53
2012-11-07,1937.55,518.45
2012-11-08,1914.41,519.04
2012-11-09,1904.41,519.9
2012-11-12,1900.87,521.43
2012-11-13,1889.7,513.8
2012-11-14,1894.04,503.24
2012-11-15,1870.72,493.84
2012-11-16,1860.83,482.99
2012-11-19,1878.1,493.14
2012-11-20,1890.18,496.66
2012-11-21,1884.04,492.19
2012-11-22,1899.5,497.03
2012-11-23,1911.33,498.82
2012-11-26,1908.51,496.24
2012-11-27,1925.2,493.63
2012-11-28,1912.78,494.48
2012-11-29,1934.85,496.73
2012-11-30,1932.9,499.37
2012-12-03,1940.02,498.97
2012-12-04,1935.18,502.71
2012-12-05,1947.04,496.5
2012-12-06,1949.62,488.03
2012-12-07,1957.45,489.22
2012-12-10,1957.42,489.59
2012-12-11,1964.62,481.59
2012-12-12,1975.44,485.33
2012-12-13,2002.77,490.15
2012-12-14,1995.04,491.65
2012-12-17,1983.07,485.48
2012-12-18,1993.09,483.19
2012-12-20,1999.5,479.21
2012-12-21,1980.42,478.06
2012-12-24,1981.82,483.76
2012-12-26,1982.25,482.76
2012-12-27,1987.35,492.08
2012-12-28,1997.05,496.32
2013-01-02,2031.1,501.61
2013-01-03,2019.41,499.07
2013-01-04,2011.94,504.84
2013-01-07,2011.25,508.72
2013-01-08,1997.94,509.01
2013-01-09,1991.81,511.94
2013-01-10,2006.8,514.48
2013-01-11,1996.67,515.42
2013-01-14,2007.04,513.44
2013-01-15,1983.74,508.02
2013-01-16,1977.45,507.68
2013-01-17,1974.27,506.35
2013-01-18,1987.85,512.24
2013-01-21,1986.86,514.66
2013-01-22,1996.52,516.59
2013-01-23,1980.41,513.26
2013-01-24,1964.48,508.63
2013-01-25,1946.69,506.83
2013-01-28,1939.71,504.2
2013-01-29,1955.96,505.35
2013-01-30,1964.43,502.8
2013-01-31,1961.94,503.67
2013-02-01,1957.79,503.31
2013-02-04,1953.21,501.32
2013-02-05,1938.18,498.16
2013-02-06,1936.19,502.56
2013-02-07,1931.77,501.78
2013-02-08,1950.9,504.94
2013-02-12,1945.79,503.72
2013-02-13,1976.07,507.99
2013-02-14,1979.61,512.53
2013-02-15,1981.18,514.58
2013-02-18,1981.91,518.52
2013-02-19,1985.83,522.49
2013-02-20,2024.64,525.69
2013-02-21,2015.22,524.44
2013-02-22,2018.89,528.36
2013-02-25,2009.52,527.27
2013-02-26,2000.01,528.56
2013-02-27,2004.04,533.36
2013-02-28,2026.49,535.87
2013-03-04,2013.15,537.38
2013-03-05,2016.61,543.96
2013-03-06,2020.74,544.36
2013-03-07,2004.4,541.3
2013-03-08,2006.01,543.1
2013-03-11,2003.35,540.44
2013-03-12,1993.34,543.88
2013-03-13,1999.73,549.73
2013-03-14,2002.13,553.58
2013-03-15,1986.5,554.81
2013-03-18,1968.18,541.09
2013-03-19,1978.56,550.01
2013-03-20,1959.41,546.26
2013-03-21,1950.82,544.56
2013-03-22,1948.71,551.25
2013-03-25,1977.67,549.56
2013-03-26,1983.7,549.9
2013-03-27,1993.44,548.72
2013-03-28,1993.52,552.64
2013-03-29,2004.89,555.02
2013-04-01,1995.99,553.97
2013-04-02,1986.15,552.83
2013-04-03,1983.22,557.96
2013-04-04,1959.45,555.23
2013-04-05,1927.23,547.51
2013-04-08,1918.69,528.78
2013-04-09,1920.74,528.15
2013-04-10,1935.58,534.84
2013-04-11,1949.8,544.3
2013-04-12,1924.23,547.19
2013-04-15,1920.45,553.99
2013-04-16,1922.21,558.95
2013-04-17,1923.84,558.54
2013-04-18,1900.06,551.1
2013-04-19,1906.75,541.46
2013-04-22,1926.31,547.1
2013-04-23,1918.63,554.37
2013-04-24,1935.31,563.81
2013-04-25,1951.6,559.4
2013-04-26,1944.56,565.35
2013-04-29,1940.7,568.36
2013-04-30,1963.95,563.87
2013-05-02,1957.21,560.48
2013-05-03,1965.71,565.33
2013-05-06,1961.48,567.13
2013-05-07,1954.35,573.68
2013-05-08,1956.45,576.7
2013-05-09,1979.45,573.35
2013-05-10,1944.75,569.7
2013-05-13,1948.7,565.72
2013-05-14,1968.83,560.47
2013-05-15,1971.26,565.65
2013-05-16,1986.81,566.06
2013-05-20,1982.43,567.32
2013-05-21,1981.09,572.69
2013-05-22,1993.83,574.25
2013-05-23,1969.19,569.34
2013-05-24,1973.45,574.06
2013-05-27,1979.97,577.56
2013-05-28,1986.22,585.76
2013-05-29,2001.2,585.69
2013-05-30,2000.1,581.13
2013-05-31,2001.05,577.87
2013-06-03,1989.57,569.41
2013-06-04,1989.51,561.55
2013-06-05,1959.19,549.09
2013-06-07,1923.85,535.75
2013-06-10,1932.7,547.0
2013-06-11,1920.68,547.87
2013-06-12,1909.91,546.2
2013-06-13,1882.73,540.82
2013-06-14,1889.24,536.04
2013-06-17,1883.1,524.5
2013-06-18,1900.62,534.26
2013-06-19,1888.31,531.41
2013-06-20,1850.49,525.59
2013-06-21,1822.83,520.89
2013-06-24,1799.01,508.65
2013-06-25,1780.63,480.96
2013-06-26,1783.45,493.07
2013-06-27,1834.7,512.25
2013-06-28,1863.32,519.06
2013-07-01,1855.73,527.81
2013-07-02,1855.02,526.92
2013-07-03,1824.66,521.31
2013-07-04,1839.14,525.22
2013-07-05,1833.31,525.4
2013-07-08,1816.85,515.85
2013-07-09,1830.35,519.34
2013-07-10,1824.16,515.64
2013-07-11,1877.6,527.25
2013-07-12,1869.98,532.47
2013-07-15,1875.16,531.67
2013-07-16,1866.36,537.72
2013-07-17,1887.49,541.82
2013-07-18,1875.48,541.56
2013-07-19,1871.41,541.87
2013-07-22,1880.35,541.14
2013-07-23,1904.15,541.64
2013-07-24,1912.08,543.6
2013-07-25,1909.61,541.94
2013-07-26,1910.81,545.31
2013-07-29,1899.89,540.98
2013-07-30,1917.05,546.43
2013-07-31,1914.03,554.31
2013-08-01,1920.74,549.52
2013-08-02,1923.38,551.76
2013-08-05,1916.22,556.6
2013-08-06,1906.62,557.36
2013-08-07,1878.33,554.73
2013-08-08,1883.97,555.3
2013-08-09,1880.71,554.93
2013-08-12,1884.83,550.25
2013-08-13,1913.03,550.85
2013-08-14,1923.91,550.87
2013-08-16,1920.11,548.79
2013-08-19,1917.64,550.49
2013-08-20,1887.85,537.57
2013-08-21,1867.46,530.54
2013-08-22,1849.12,517.64
2013-08-23,1870.16,529.19
2013-08-26,1887.86,533.73
2013-08-27,1885.84,524.39
2013-08-28,1884.52,517.44
2013-08-29,1907.54,520.37
2013-08-30,1926.36,516.74
2013-09-02,1924.81,525.18
2013-09-03,1933.74,525.89
2013-09-04,1933.03,526.16
2013-09-05,1951.65,528.06
2013-09-06,1955.31,523.77
2013-09-09,1974.67,521.11
2013-09-10,1994.06,523.15
2013-09-11,2003.85,529.34
2013-09-12,2004.06,529.58
2013-09-13,1994.32,530.89
2013-09-16,2013.37,526.2
2013-09-17,2005.58,527.11
2013-09-23,2009.41,527.07
2013-09-24,2007.1,527.29
2013-09-25,1998.06,527.27
2013-09-26,2007.32,532.83
2013-09-27,2011.8,537.5
2013-09-30,1996.96,534.89
2013-10-01,1998.87,530.35
2013-10-02,1999.47,532.02
2013-10-04,1996.98,532.01
2013-10-07,1994.42,528.44
2013-10-08,2002.76,528.83
2013-10-10,2001.4,529.04
2013-10-11,2024.9,532.6
2013-10-14,2020.27,531.66
2013-10-15,2040.96,533.12
2013-10-16,2034.61,525.68
2013-10-17,2040.61,521.52
2013-10-18,2052.4,525.69
2013-10-21,2053.01,529.34
2013-10-22,2056.12,531.89
2013-10-23,2035.75,525.38
2013-10-24,2046.69,531.03
2013-10-25,2034.39,534.02
2013-10-28,2048.14,534.98
2013-10-29,2051.76,533.91
2013-10-30,2059.58,537.68
2013-10-31,2030.09,532.44
2013-11-01,2039.42,534.74
2013-11-04,2025.17,533.64
2013-11-05,2013.93,528.73
2013-11-06,2013.67,525.99
2013-11-07,2004.04,520.65
2013-11-08,1984.87,515.74
2013-11-11,1977.3,502.94
2013-11-12,1995.48,510.73
2013-11-13,1963.56,505.6
2013-11-14,1967.56,511.75
2013-11-15,2005.64,512.74
2013-11-18,2010.81,509.54
2013-11-19,2031.64,505.5
2013-11-20,2017.24,504.16
2013-11-21,1993.78,501.05
2013-11-22,2006.23,504.06
2013-11-25,2015.98,507.76
2013-11-26,2022.64,510.54
2013-11-27,2028.81,511.65
2013-11-28,2045.77,515.52
2013-11-29,2044.87,517.06
2013-12-02,2030.78,512.69
2013-12-03,2009.36,508.16
2013-12-04,1986.8,506.28
2013-12-05,1984.77,506.32
2013-12-06,1980.41,506.32
2013-12-09,2000.38,502.23
2013-12-10,1993.45,497.72
2013-12-11,1977.97,494.78
2013-12-12,1967.93,495.64
2013-12-13,1962.91,494.36
2013-12-16,1961.15,488.19
2013-12-17,1965.74,486.15
2013-12-18,1974.63,485.65
2013-12-19,1975.65,484.17
2013-12-20,1983.35,488.41
2013-12-23,1996.89,489.63
2013-12-24,2001.59,491.08
2013-12-26,1999.3,488.87
2013-12-27,2002.28,496.77
2013-12-30,2011.34,499.99
2014-01-02,1967.19,496.28
2014-01-03,1946.14,499.33
2014-01-06,1953.28,500.62
2014-01-07,1959.44,504.86
2014-01-08,1958.96,509.78
2014-01-09,1946.11,511.6
2014-01-10,1938.54,510.19
2014-01-13,1948.92,512.92
2014-01-14,1946.07,512.27
2014-01-15,1953.28,515.97
2014-01-16,1957.32,517.83
2014-01-17,1944.48,518.1
2014-01-20,1953.78,519.99
2014-01-21,1963.89,520.99
2014-01-22,1970.42,523.07
2014-01-23,1947.59,522.72
2014-01-24,1940.56,520.31
2014-01-27,1910.34,507.51
2014-01-28,1916.93,509.29
2014-01-29,1941.15,515.2
2014-02-03,1919.96,513.62
2014-02-04,1886.85,507.56
2014-02-05,1891.32,505.62
2014-02-06,1907.89,509.87
2014-02-07,1922.5,514.45
2014-02-10,1923.3,518.47
2014-02-11,1932.06,518.9
2014-02-12,1935.84,520.64
2014-02-13,1926.96,521.82
2014-02-14,1940.28,522.58
2014-02-17,1946.36,522.0
2014-02-18,1946.91,525.42
2014-02-19,1942.93,529.87
2014-02-20,1930.57,525.69
2014-02-21,1957.83,528.51
2014-02-24,1949.05,526.34
2014-02-25,1964.86,528.61
2014-02-26,1970.77,529.23
2014-02-27,1978.43,528.37
2014-02-28,1979.99,528.96
2014-03-03,1964.69,529.86
2014-03-04,1954.11,531.54
2014-03-05,1971.24,536.77
2014-03-06,1975.62,540.33
2014-03-07,1974.68,543.76
2014-03-10,1954.42,542.19
2014-03-11,1963.87,547.68
2014-03-12,1932.54,539.3
2014-03-13,1934.38,547.51
2014-03-14,1919.9,544.27
2014-03-17,1927.53,535.82
2014-03-18,1940.21,541.15
2014-03-19,1937.68,542.25
2014-03-20,1919.52,541.79
2014-03-21,1934.94,546.81
2014-03-24,1945.55,545.6
2014-03-25,1941.25,539.05
2014-03-26,1964.31,544.13
2014-03-27,1977.97,541.46
2014-03-28,1981.0,544.1
2014-03-31,1985.61,541.58
2014-04-01,1991.98,549.08
2014-04-02,1997.25,557.65
2014-04-03,1993.7,557.01
2014-04-04,1988.09,560.44
2014-04-07,1989.7,554.23
2014-04-08,1993.03,554.07
2014-04-09,1998.95,552.22
2014-04-10,2008.61,555.1
2014-04-11,1997.44,555.87
2014-04-14,1997.02,562.04
2014-04-15,1992.27,562.11
2014-04-16,1992.21,565.96
2014-04-17,1992.05,565.75
2014-04-18,2004.28,571.23
2014-04-21,1999.22,569.28
2014-04-22,2004.22,570.98
2014-04-23,2000.37,565.47
2014-04-24,1998.34,561.12
2014-04-25,1971.66,556.48
2014-04-28,1969.26,556.96
2014-04-29,1964.77,556.97
2014-04-30,1961.79,559.34
2014-05-02,1959.44,558.66
2014-05-07,1939.88,550.35
2014-05-08,1950.6,546.89
2014-05-09,1956.55,550.19
2014-05-12,1964.94,551.4
2014-05-13,1982.93,557.16
2014-05-14,2010.83,560.3
2014-05-15,2010.2,561.75
2014-05-16,2013.44,557.59
2014-05-19,2015.14,546.81
2014-05-20,2011.26,542.96
2014-05-21,2008.33,545.59
2014-05-22,2015.59,546.75
2014-05-23,2017.17,549.7
2014-05-26,2010.35,548.83
2014-05-27,1997.63,547.97
2014-05-28,2017.06,549.96
2014-05-29,2012.26,549.61
2014-05-30,1994.96,546.53
2014-06-02,2002.0,535.15
2014-06-03,2008.56,531.28
2014-06-05,1995.48,523.12
2014-06-09,1990.04,524.03
2014-06-10,2011.8,532.64
2014-06-11,2014.67,533.3
2014-06-12,2011.65,536.14
2014-06-13,1990.85,536.34
2014-06-16,1993.59,536.02
2014-06-17,2001.55,537.9
2014-06-18,1989.49,537.05
2014-06-19,1992.03,536.79
2014-06-20,1968.07,536.69
2014-06-23,1974.92,529.96
2014-06-24,1994.35,529.49
2014-06-25,1981.77,527.26
2014-06-26,1995.05,530.04
2014-06-27,1988.51,531.43
2014-06-30,2002.21,537.06
2014-07-01,1999.0,544.9
2014-07-02,2015.28,549.03
2014-07-03,2010.97,550.68
2014-07-04,2009.66,552.9
2014-07-07,2005.12,553.15
2014-07-08,2006.66,554.9
2014-07-09,2000.5,555.84
2014-07-10,2002.84,559.32
2014-07-11,1988.74,556.58
2014-07-14,1993.88,561.5
2014-07-15,2012.72,559.15
2014-07-16,2013.48,555.27
2014-07-17,2020.9,558.94
2014-07-18,2019.42,560.26
2014-07-21,2018.5,561.75
2014-07-22,2028.93,564.93
2014-07-23,2028.32,563.14
2014-07-24,2026.62,559.67
2014-07-25,2033.85,562.78
2014-07-28,2048.81,552.98
2014-07-29,2061.97,541.82
2014-07-30,2082.61,541.81
2014-07-31,2076.12,536.32
2014-08-01,2073.1,541.09
2014-08-04,2080.42,549.61
2014-08-05,2066.26,547.75
2014-08-06,2060.73,548.43
2014-08-07,2054.51,547.11
2014-08-08,2031.1,544.24
2014-08-11,2039.37,546.3
2014-08-12,2041.47,545.76
2014-08-13,2062.36,551.73
2014-08-14,2063.22,558.18
2014-08-18,2053.13,561.1
2014-08-19,2071.14,562.66
2014-08-20,2072.78,561.96
2014-08-21,2044.21,562.52
2014-08-22,2056.7,566.35
2014-08-25,2060.89,564.4
2014-08-26,2068.05,568.24
2014-08-27,2074.93,567.23
2014-08-28,2075.76,570.24
2014-08-29,2068.54,570.2
2014-09-01,2067.86,566.95
2014-09-02,2051.58,568.74
2014-09-03,2051.2,571.4
2014-09-04,2056.26,568.9
2014-09-05,2049.41,572.37
2014-09-11,2034.16,573.7
2014-09-12,2041.86,570.65
2014-09-15,2035.82,565.77
2014-09-16,2042.92,572.36
2014-09-17,2062.61,574.98
2014-09-18,2047.74,576.97
2014-09-19,2053.82,581.38
2014-09-22,2039.27,577.35
2014-09-23,2028.91,575.56
2014-09-24,2035.64,580.42
2014-09-25,2034.11,577.48
2014-09-26,2031.64,577.66
2014-09-29,2026.6,569.27
2014-09-30,2020.09,573.22
2014-10-01,1991.54,566.99
2014-10-02,1976.16,569.84
2014-10-06,1968.39,566.27
2014-10-07,1972.91,562.82
2014-10-08,1965.25,566.74
2014-10-10,1940.92,555.95
2014-10-13,1927.21,534.31
2014-10-14,1929.25,544.05
2014-10-15,1925.91,545.51
2014-10-16,1918.83,545.49
2014-10-17,1900.66,547.7
2014-10-20,1930.06,556.01
2014-10-21,1915.28,557.54
2014-10-22,1936.97,564.52
2014-10-23,1931.65,564.31
2014-10-24,1925.69,560.66
2014-10-27,1931.97,559.92
2014-10-28,1925.68,562.29
2014-10-29,1961.17,561.03
2014-10-30,1958.93,557.86
2014-10-31,1964.43,558.7
2014-11-03,1952.97,552.47
2014-11-04,1935.19,542.16
2014-11-05,1931.43,540.27
2014-11-06,1936.48,531.81
2014-11-07,1939.87,539.9
2014-11-10,1958.23,539.22
2014-11-11,1963.0,545.13
2014-11-12,1967.27,546.46
2014-11-13,1960.51,547.7
2014-11-14,1945.14,541.93
2014-11-17,1943.63,531.18
2014-11-18,1967.01,536.2
2014-11-19,1966.87,540.84
2014-11-20,1958.04,539.93
2014-11-21,1964.84,543.98
2014-11-24,1978.54,541.93
2014-11-25,1980.21,546.34
2014-11-26,1980.84,547.34
2014-11-27,1982.09,545.97
2014-11-28,1980.78,545.08
2014-12-01,1965.22,539.45
2014-12-02,1965.83,541.53
2014-12-03,1969.91,545.02
2014-12-04,1986.61,548.16
2014-12-05,1986.62,550.85
2014-12-08,1978.95,551.4
2014-12-09,1970.95,546.57
2014-12-10,1945.56,541.96
2014-12-11,1916.59,537.21
2014-12-12,1921.71,533.67
2014-12-15,1920.36,538.09
2014-12-16,1904.13,534.15
2014-12-17,1900.16,533.06
2014-12-18,1897.5,527.52
2014-12-19,1929.98,535.51
2014-12-22,1943.12,536.78
2014-12-23,1939.02,534.65
2014-12-24,1946.61,536.89
2014-12-26,1948.16,535.17
2014-12-29,1927.86,539.22
2014-12-30,1915.59,542.97
2015-01-02,1926.44,553.73
2015-01-05,1915.75,561.25
2015-01-06,1882.45,558.9
2015-01-07,1883.83,561.32
2015-01-08,1904.65,566.43
2015-01-09,1924.7,572.99
2015-01-12,1920.95,574.76
2015-01-13,1917.14,571.0
2015-01-14,1913.66,574.17
2015-01-15,1914.14,581.39
2015-01-16,1888.13,577.41
2015-01-19,1902.62,577.94
2015-01-20,1918.31,582.27
2015-01-21,1921.23,584.34
2015-01-22,1920.82,578.42
2015-01-23,1936.09,589.31
2015-01-26,1935.68,590.34
2015-01-27,1952.4,587.84
2015-01-28,1961.58,594.39
2015-01-29,1951.02,593.12
2015-01-30,1949.26,591.58
2015-02-02,1952.68,590.27
2015-02-03,1951.96,593.31
2015-02-04,1962.79,598.23
2015-02-05,1952.84,600.81
2015-02-06,1955.52,604.13
2015-02-09,1947.0,593.75
2015-02-10,1935.86,592.95
2015-02-11,1945.7,601.41
2015-02-12,1941.63,602.24
2015-02-13,1957.5,608.07
2015-02-16,1958.23,610.16
2015-02-17,1961.45,609.1
2015-02-23,1968.39,615.52
2015-02-24,1976.12,621.31
2015-02-25,1990.47,616.57
2015-02-26,1993.08,617.08
2015-02-27,1985.8,624.56
2015-03-02,1996.81,621.81
2015-03-03,2001.38,625.64
2015-03-04,1998.29,630.35
2015-03-05,1998.38,631.43
2015-03-06,2012.94,635.84
2015-03-09,1992.82,629.26
2015-03-10,1984.77,621.99
2015-03-11,1980.83,619.61
2015-03-12,1970.59,628.15
2015-03-13,1985.79,634.25
2015-03-16,1987.33,635.4
2015-03-17,2029.91,636.05
2015-03-18,2028.45,628.99
2015-03-19,2037.89,631.81
2015-03-20,2037.24,640.08
2015-03-23,2036.59,640.29
2015-03-24,2041.37,641.87
2015-03-25,2042.81,651.05
2015-03-26,2022.56,642.53
2015-03-27,2019.8,640.12
2015-03-30,2030.04,646.74
2015-03-31,2041.03,650.49
2015-04-01,2028.45,650.23
2015-04-02,2029.07,650.57
2015-04-03,2045.42,658.04
2015-04-06,2046.43,662.15
2015-04-07,2047.03,666.83
2015-04-08,2059.26,668.03
2015-04-09,2058.87,676.96
2015-04-10,2087.76,682.02
2015-04-13,2098.92,689.39
2015-04-14,2111.72,684.97
2015-04-15,2119.96,694.44
2015-04-16,2139.9,698.31
2015-04-17,2143.5,706.9
2015-04-20,2146.71,706.96
2015-04-21,2144.79,714.52
2015-04-22,2143.89,703.34
2015-04-23,2173.41,692.48
2015-04-24,2159.8,690.74
2015-04-27,2157.54,699.39
2015-04-28,2147.67,696.79
2015-04-29,2142.63,695.69
2015-04-30,2127.17,689.01
2015-05-04,2132.23,677.9
2015-05-06,2104.58,665.94
2015-05-07,2091.0,673.08
2015-05-08,2085.52,681.69
2015-05-11,2097.38,692.29
2015-05-12,2096.77,686.74
2015-05-13,2114.16,692.23
2015-05-14,2120.33,699.27
2015-05-15,2106.5,705.4
2015-05-18,2113.72,703.25
2015-05-19,2120.85,706.79
2015-05-20,2139.54,713.95
2015-05-21,2122.81,715.64
2015-05-22,2146.1,713.54
2015-05-26,2143.5,708.66
2015-05-27,2107.5,699.19
2015-05-28,2110.89,709.01
2015-05-29,2114.8,711.39
2015-06-01,2102.37,715.73
2015-06-02,2078.64,704.77
2015-06-03,2063.16,696.97
2015-06-04,2072.86,704.56
2015-06-05,2068.1,707.27
2015-06-08,2065.19,716.43
2015-06-09,2064.03,722.51
2015-06-10,2051.32,718.23
2015-06-11,2056.61,717.0
2015-06-12,2052.17,712.4
2015-06-15,2042.32,705.85
2015-06-16,2028.72,706.28
2015-06-17,2034.86,718.61
2015-06-18,2041.88,725.2
2015-06-19,2046.96,729.92
2015-06-22,2055.16,734.61
2015-06-23,2081.2,739.82
2015-06-24,2085.53,746.62
2015-06-25,2085.06,753.66
2015-06-26,2090.26,750.5
2015-06-29,2060.49,733.04
2015-06-30,2074.2,742.27
2015-07-01,2097.89,760.67
2015-07-02,2107.33,768.67
2015-07-03,2104.41,769.26
2015-07-06,2053.93,752.01
2015-07-07,2040.29,729.64
2015-07-08,2016.21,726.22
2015-07-09,2027.81,726.01
2015-07-10,2031.17,730.72
2015-07-13,2061.52,749.46
2015-07-14,2059.23,757.12
2015-07-15,2072.91,761.59
