,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.6666666666666666,0.6153846153846154,0.16666666666666666,0.4444444444444445,0.2222222222222222,0.576923076923077,0.13793103448275862,0.07692307692307693,0.7,0.125
1,0.2,0.07692307692307693,0.08333333333333333,0.22222222222222224,0.3333333333333333,0.3076923076923077,0.7586206896551724,0.7307692307692308,0.16666666666666666,0.125
2,0.13333333333333333,0.3076923076923077,0.75,0.33333333333333337,0.4444444444444444,0.11538461538461539,0.10344827586206896,0.19230769230769232,0.13333333333333333,0.75
포착군집,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0
