,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.08505747126436781,0.07126436781609195,0.027586206896551724,0.08735632183908046,0.009195402298850575,0.09885057471264368,0.06666666666666667,0.18620689655172415,0.01839080459770115,0.016091954022988506
1,0.016091954022988506,0.004597701149425287,0.06896551724137931,0.004597701149425287,0.009195402298850575,0.011494252873563218,0.016091954022988506,0.006896551724137931,0.17471264367816092,0.03218390804597701
2,0.020689655172413793,0.004597701149425287,0.0022988505747126436,0.004597701149425287,0.08045977011494253,0.009195402298850575,0.11494252873563218,0.011494252873563218,0.006896551724137931,0.10114942528735632
포착군집,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0
