,0
영업이익/총자본,0.1850720186018447
당기순이익/총자본,0.17758719658075345
매출총이익/총자본,0.12743459456692613
총자본,0.09621398731436082
판매 및 관리비/총자본,0.08801388969621149
영업현금흐름/총자본,0.08492876080608909
최대주주비율,0.06699339989223466
매출채권/총자본,0.047854588810709406
차입금의존도,0.043740756230806685
BW금액+CB금액+유상증자금액/총자본,0.03025989709572947
결산기간_주가변동률,0.018880660533712783
경영권분쟁소송+불성실공시법인지정카운트+조회공시요구카운트,0.011788704533242145
최대주주비율_변동성,0.009595679805456727
최대주주변경카운트,0.00429189127183712
결산기간_거래량증가,0.0027655205115986884
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액/총자본,0.002035617067380881
타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액/총자본,0.0015678093992141685
상호변경카운트+업종변경카운트,0.0009750272818916831
