,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.16666666666666666,0.6666666666666666,0.0909090909090909,0.0,0.7142857142857143,0.5483870967741936,0.09090909090909091,0.017543859649122806,0.047619047619047616,0.10638297872340426
1,0.7777777777777777,0.13333333333333333,0.13636363636363635,0.1875,0.2857142857142857,0.0,0.09090909090909091,0.2982456140350877,0.14285714285714285,0.8085106382978723
2,0.05555555555555555,0.19999999999999998,0.7727272727272726,0.8125,0.0,0.4516129032258065,0.8181818181818182,0.6842105263157895,0.8095238095238094,0.08510638297872339
포착군집,1.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0
