,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.016091954022988506,0.004597701149425287,0.0022988505747126436,0.08735632183908046,0.009195402298850575,0.009195402298850575,0.016091954022988506,0.1839080459770115,0.016091954022988506,0.020689655172413793
1,0.020689655172413793,0.07126436781609195,0.07126436781609195,0.004597701149425287,0.009195402298850575,0.011494252873563218,0.01839080459770115,0.011494252873563218,0.016091954022988506,0.11264367816091954
2,0.08505747126436781,0.004597701149425287,0.02528735632183908,0.004597701149425287,0.08045977011494253,0.09885057471264368,0.1632183908045977,0.009195402298850575,0.1724137931034483,0.01839080459770115
포착군집,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0
