,0
당기순이익,0.19112410378086264
최대주주비율,0.15317467001392412
판매 및 관리비,0.14682177739573327
영업현금흐름,0.14629510587270037
차입금의존도,0.1377854876687733
결산기간_주가변동률,0.08350122388719682
BW금액+CB금액+유상증자금액,0.04913203753047672
최대주주비율_변동성,0.03033118021661692
결산기간_거래량증가,0.029814494206308585
경영권분쟁소송+불성실공시법인지정카운트+조회공시요구카운트,0.018638345039759596
최대주주변경카운트,0.0058326375696253225
타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액,0.0030691318077952583
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액,0.003050832263072521
상호변경카운트+업종변경카운트,0.0014289727471546196
