,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,165.0,129.0,226.0,174.0,198.0,179.0,175.0,154.0,251.0,216.0
1,194.0,175.0,127.0,151.0,198.0,204.0,195.0,166.0,245.0,302.0
2,165.0,197.0,183.0,201.0,140.0,185.0,227.0,255.0,196.0,227.0
기업수,524.0,501.0,536.0,526.0,536.0,568.0,597.0,575.0,692.0,745.0
