,0
영업이익/총자본,0.18887839988930885
당기순이익/총자본,0.1870700102610512
매출총이익/총자본,0.10763345015471508
총자본,0.1001746305479942
영업현금흐름/총자본,0.08734320488799796
판매 및 관리비/총자본,0.08670577650632434
최대주주비율,0.07116368776609383
차입금의존도,0.044635873388292883
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액+타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액+BW금액+CB금액+유상증자금액/총자본,0.03882326852728308
매출채권/총자본,0.0358412406577992
경영권분쟁소송+최대주주변경카운트+불성실공시법인지정카운트+조회공시요구카운트+상호변경카운트+업종변경카운트,0.02050784545599834
결산기간_주가변동률,0.01854520294039637
최대주주비율_변동성,0.010177142539221426
결산기간_거래량증가,0.002500266477523198
