,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.6981132075471698,0.9142857142857143,0.7441860465116279,0.047619047619047616,0.813953488372093,0.07692307692307693,0.08139534883720931,0.033707865168539325,0.08045977011494253,0.7846153846153847
1,0.16981132075471697,0.05714285714285714,0.23255813953488372,0.047619047619047616,0.06976744186046512,0.09615384615384616,0.37209302325581395,0.9101123595505619,0.09195402298850575,0.015384615384615385
2,0.1320754716981132,0.02857142857142857,0.023255813953488372,0.9047619047619048,0.11627906976744186,0.8269230769230769,0.5465116279069767,0.05617977528089888,0.8275862068965517,0.2
포착군집,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0
