,매출총이익,총자본,영업이익,당기순이익,매출채권,판매 및 관리비,영업현금흐름,최대주주비율,결산기간_주가변동률,차입금의존도,조회공시요구카운트,BW금액,최대주주변경카운트,최대주주비율_변동성,유상증자금액,불성실공시법인지정카운트,상호변경카운트,결산기간_거래량증가,타법인주식및출자증권취득결정금액,CB금액,최대주주변경을수반하는주식양수도금액
2017-01,0.16228388282501097,0.15121324208822515,0.12992559265538614,0.10988704990912954,0.11447371903361914,0.10974174686132479,0.0805987980487111,0.0655915209952968,0.022841622530797676,0.007051943337655927,0.0067155720042489,0.000187319044953736,0.0053684775942511405,0.010063125468172113,0.0006503234001080768,0.001801705654474276,0.0004150278206398475,0.0018588525051955352,0.000598625816086959,0.018106829236600376,0.000625023170111624
2017-04,0.15988105358834706,0.13867190144214744,0.12965922617151623,0.1106001966725527,0.10662859663556286,0.10171138697903824,0.07657025618979514,0.08215005433584835,0.02138746093839806,0.014112383673991693,0.007479294982483327,0.00023620001645217108,0.007096368679222608,0.011000955308201802,0.0009512294938939979,0.0015022083517102415,0.000558811654307186,0.0011237748587857566,0.0017548629763553432,0.02561181732547794,0.0013119597259119889
2017-07,0.15560505582184075,0.13717027728234094,0.12267608455188125,0.10671298072583417,0.10628290286126371,0.10121529477468913,0.07184699252456211,0.08710603436947928,0.021208645028847173,0.0135295334535495,0.007599302943348568,0.0003516538735348846,0.009395473256370745,0.01774521017917488,0.00048773876518866095,0.002761040034201527,0.0012329210036295258,0.006993752500483581,0.0032021388130803415,0.025409997784772605,0.0014669694519267246
2017-10,0.15226237324379346,0.1334835963624128,0.12234179363862954,0.10304072767133757,0.09822223387143764,0.09737885346944423,0.07230661586948141,0.09630346725774215,0.020564209743507728,0.017417033047270655,0.005612502352663862,0.0003712623890416901,0.00881278812578672,0.017860036810703597,0.0004222416870417611,0.0025136124990168458,0.0010967370908023797,0.009243498108313259,0.0036850959397592715,0.03542881029913577,0.0016325105226775067
2018-01,0.15687923228907577,0.13313373514387306,0.11833941962384979,0.09630952474768145,0.1014189585980601,0.10186598834201119,0.07329111653979754,0.09943694241779484,0.020026175189919407,0.017601585876523364,0.0037689554819621473,0.00044245816902208285,0.008344603653259314,0.016429488230999312,0.0002891780917100826,0.0028476936880317823,0.001110081138805964,0.010383357602978281,0.0029399630464212348,0.03322803681271409,0.0019135053155093168
2018-04,0.16622006547097176,0.12862168770337898,0.12989889467622942,0.09933222032199844,0.10390719642564807,0.11175039997091696,0.07677597132736842,0.0788238145626566,0.02057442196694508,0.01556911240541082,0.0025440187514934663,0.0003152149793980661,0.005524033774456609,0.00788145048466269,0.0005266138737955025,0.0026133207423284298,0.0006230134759613582,0.015732182193114678,0.0018028562409542245,0.029622161521145243,0.001341349131165092
2018-07,0.16181146390596343,0.13340435197251727,0.12495674371891692,0.09997495304514806,0.1014764076459539,0.10761135625517466,0.0832110884212152,0.0782580213824468,0.021003643577031734,0.021955725946957848,0.00221041712683323,0.000277889240873505,0.0033937922269782197,0.008650441354486399,0.0004196498755305542,0.0032304610875551797,0.0005968011169627025,0.018800050112290433,0.0022437019769823213,0.025737881681481604,0.0007751583286999912
2018-10,0.1394985047133421,0.12433974474154708,0.11490529794738269,0.10004932915772075,0.09718093294008538,0.08289068949311938,0.08393951339378602,0.10568350105009401,0.019400722428232212,0.04002287048547663,0.0014892098098780412,0.0002795767595150193,0.005856522171416897,0.00826097476580413,0.0008130249895777333,0.004624805790669191,0.0012051389201746408,0.029404312320338258,0.003559841577635221,0.03553396564178745,0.0010615209024170907
2019-01,0.1501311204441109,0.13847973384655485,0.1173094493058827,0.0981194965809606,0.10951670226142272,0.09386387756653859,0.07577671682931197,0.09467636349000992,0.02132700596218822,0.023979949442297623,0.003604642274707018,0.00018913059055861693,0.00823732199040134,0.00611706621193541,0.0008645596795536617,0.003999427037428087,0.0012266723903882294,0.016814635117999067,0.0023534113889591432,0.032055283557277665,0.0013574340315138207
2019-04,0.14264912518349684,0.13354213946338048,0.11648217476288446,0.10277166976417836,0.0995875901329252,0.08650047720671973,0.0873787237381383,0.09967691806347578,0.021809793070553606,0.030879404948528515,0.004497442124355716,0.00014021189505770713,0.010324313738945344,0.011593771027036721,0.000688261226505596,0.003984898143637262,0.000921695050623983,0.015159564103850026,0.0030405678267741484,0.027065574426977577,0.00130568410195479
2019-07,0.14262909782197536,0.1267782788930705,0.12238575912480495,0.1049456410387855,0.09310980565204434,0.08061631109733572,0.07962497922077433,0.10015291920493809,0.02015192922605859,0.04218486226880843,0.004493242234912901,0.00027386606402474037,0.0118393632721957,0.014450307180361648,0.0012032331601534712,0.003273874613931807,0.0013223525017738548,0.016596464263112752,0.003692854582186751,0.029535783387862502,0.000739075190888274
2019-10,0.1714360623671743,0.14104822281034382,0.11977918302934658,0.09088847953858675,0.11158735117995369,0.10964163901553428,0.09251181176777436,0.07356560952770647,0.021149053099857915,0.019256499536397197,0.005803017436128559,0.00018333209803431973,0.0075532587825765905,0.007262759350784688,0.0007276713719070124,0.0022885461304808334,0.0009327711060633024,0.003158936422085978,0.0011350554714674485,0.019561089939585836,0.0005296500182102034
2020-01,0.16720567856679885,0.14420785381790172,0.11650515343045345,0.08798532082015269,0.11877362213633953,0.10902940860670435,0.10533685828797558,0.07128885291681483,0.022827629474678438,0.013677012817852656,0.003567241576898126,0.00016985421852520703,0.004491929935645625,0.010429671508901853,0.0011930765584364017,0.0026876834494518787,0.0006953981239717169,0.001787368366871395,0.0010672370231394805,0.01657117078757264,0.0005019775749135764
2020-04,0.16929368913881815,0.14083074775628218,0.12397972644345268,0.08520271898786878,0.12402459580106563,0.11349392113060797,0.11167897426774703,0.060030038142770824,0.026379435895139157,0.0080489958013929,0.003212530180802448,0.0003253881926912863,0.004132242912206126,0.00822275640772267,0.0020161450634796885,0.001967969036698296,0.0006812247818538608,0.0013834190296579483,0.000980903078215501,0.013719530731244694,0.0003950472202822284
2020-07,0.1627973813212086,0.13702635261629428,0.12510827229615565,0.09586295264277706,0.11752442498740573,0.10482966170739494,0.11206599079452992,0.06983127183233931,0.023370853437569995,0.012187315258137906,0.0021989679594016254,0.0003198063825634123,0.0033393083727508172,0.003520352714043444,0.0024447445444926046,0.002189944653501387,0.0010596329769616995,0.0010072041962539244,0.0018549304789758066,0.020788013228258396,0.000672617598983662
2020-10,0.16264654763751418,0.13687480679121888,0.12947053918949242,0.10782827326564401,0.11402612304887019,0.1023282386170645,0.1015634906939963,0.06548381324900274,0.023229129343764934,0.015759085913769302,0.0009644899458500225,0.00044460413791562605,0.003221623257071619,0.003425531414416456,0.0027482478885998136,0.0019557961337167418,0.0006824051755009001,0.0010076748471142868,0.002041996764409242,0.023822008880032518,0.0004755738050353618
2021-01,0.1583748269934422,0.13406232956049535,0.1305416071829857,0.11670761933143062,0.11218283597060717,0.0968229815754852,0.09191607997142408,0.07174366417885404,0.022795964069633773,0.022731342680554278,0.0006897830548762803,0.00045886459823947924,0.0030840160499449377,0.0028757970847469298,0.0031802492058359204,0.0013693510996580349,0.00042359556096209657,0.0013182366122983951,0.0018194338012289626,0.026574228150730825,0.0003271932665657887
