,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.4666666666666667,0.6153846153846154,0.16666666666666669,0.33333333333333337,0.3333333333333333,0.23076923076923075,0.27586206896551724,0.5000000000000001,0.3333333333333333,0.3125
1,0.3333333333333333,0.3076923076923077,0.33333333333333337,0.5555555555555556,0.3333333333333333,0.4615384615384615,0.10344827586206896,0.42307692307692313,0.4666666666666667,0.43750000000000006
2,0.2,0.07692307692307693,0.5000000000000001,0.11111111111111112,0.3333333333333333,0.30769230769230765,0.6206896551724138,0.07692307692307693,0.2,0.25
포착군집,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0
