,회사명,기업공시코드,공시일,발행가(원),발행방법,주식종류,발행주식수,발행금액
44,흥아해운,003280,2019-06-28,599.0,유상증자(제3자배정),기명식 보통,15030000.0,9002970000.0
45,컨버즈,109070,2019-06-27,507.0,유상증자(제3자배정),기명식 보통,6784993.0,3439991451.0
46,SK케미칼,285130,2019-06-05,69600.0,유상증자(제3자배정),기명식 보통,161544.0,11243462400.0
47,폴루스바이오팜,007630,2019-06-04,1589.0,유상증자(공모증자),기명식 보통,629326.0,999999014.0
48,두산에너빌리티,034020,2019-05-24,5550.0,유상증자(구주주배정),기명식 보통,85000000.0,471750000000.0
49,HJ중공업,097230,2019-05-22,10000.0,유상증자(제3자배정),기명식 보통,68741142.0,687411420000.0
50,두산건설,011160,2019-05-21,1255.0,유상증자(구주주배정),기명식 보통,251331059.0,315420479045.0
51,에이프로젠바이오로직스,003060,2019-05-15,3325.0,유상증자(제3자배정),기명식 보통,100000.0,332500000.0
52,코오롱머티리얼,144620,2019-05-13,2490.0,유상증자(제3자배정),기명식 보통,14658635.0,36500001150.0
53,주연테크,044380,2019-05-09,376.0,유상증자(제3자배정),기명식 보통,7978722.0,2999999472.0
54,인바이오젠,101140,2019-05-07,3215.0,유상증자(제3자배정),기명식 보통,4665629.0,14999997235.0
55,동부건설,005960,2019-04-29,5000.0,유상증자(제3자배정),기명식 보통,9592.0,47960000.0
56,금호에이치티,214330,2019-04-16,3850.0,유상증자(제3자배정),기명식 보통,1298701.0,4999998850.0
57,금호전기,001210,2019-04-11,5000.0,유상증자(제3자배정),기명식 보통,2960601.0,14803005000.0
58,페이퍼코리아,001020,2019-04-11,846.0,유상증자(제3자배정),기명식 보통,16548463.0,13999999698.0
59,금호에이치티,214330,2019-04-09,3850.0,유상증자(제3자배정),기명식 보통,1558441.0,5999997850.0
60,상상인증권,001290,2019-04-08,1145.0,유상증자(제3자배정),기명식 보통,45414848.0,52000000960.0
61,웅진씽크빅,095720,2019-04-05,3840.0,유상증자(제3자배정),기명식 보통,57552083.0,220999998720.0
62,금호에이치티,214330,2019-03-28,3850.0,유상증자(제3자배정),기명식 보통,1558441.0,5999997850.0
63,웰바이오텍,010600,2019-03-26,4000.0,유상증자(제3자배정),기명식 보통,375000.0,1500000000.0
64,코오롱머티리얼,144620,2019-03-20,2860.0,유상증자(제3자배정),기명식 보통,9000000.0,25740000000.0
65,한일현대시멘트,006390,2019-03-18,45850.0,유상증자(제3자배정),기명식 보통,62746.0,2876904100.0
66,금호에이치티,214330,2019-03-18,3850.0,유상증자(제3자배정),기명식 보통,1298701.0,4999998850.0
67,금호에이치티,214330,2019-03-14,3850.0,유상증자(제3자배정),기명식 보통,1298700.0,4999995000.0
68,기업은행,024110,2019-03-12,13364.0,유상증자(제3자배정),기명식 보통,14965579.0,199999997756.0
69,케이비아이동국실업,001620,2019-02-25,786.0,유상증자(제3자배정),기명식 보통,12730000.0,10005780000.0
70,형지엘리트,093240,2019-02-18,1390.0,유상증자(구주주배정),기명식 보통,12000000.0,16680000000.0
71,웰바이오텍,010600,2019-02-18,4025.0,유상증자(제3자배정),기명식 보통,248444.0,999987100.0
72,오리엔트바이오,002630,2019-02-14,500.0,유상증자(구주주배정),기명식 보통,60000000.0,30000000000.0
73,신한알파리츠,293940,2019-02-12,5100.0,유상증자(구주주배정),기명식 보통,9524000.0,48572400000.0
74,쌍용자동차,003620,2019-02-11,4205.0,유상증자(제3자배정),기명식 보통,11890606.0,49999998230.0
75,웅진씽크빅,095720,2019-01-28,2120.0,유상증자(구주주배정),기명식 보통,42000000.0,89040000000.0
76,비케이탑스,030790,2019-01-21,1064.0,유상증자(제3자배정),기명식 보통,1004818.0,1069126352.0
77,씨아이테크,004920,2019-01-14,500.0,유상증자(제3자배정),기명식 보통,5000000.0,2500000000.0
78,세아제강지주,003030,2019-01-11,52171.0,유상증자(공모증자),기명식 보통,977957.0,51020994647.0
79,페이퍼코리아,001020,2019-01-10,783.0,유상증자(제3자배정),기명식 보통,19157088.0,14999999904.0
80,HMM,011200,2019-01-10,5000.0,유상증자(제3자배정),기명식 보통,2000000.0,10000000000.0
81,금호에이치티,214330,2019-01-09,3850.0,유상증자(제3자배정),기명식 보통,3636362.0,13999993700.0
82,KR모터스,000040,2019-01-08,512.0,유상증자(제3자배정),기명식 보통,60461985.0,30956536320.0
83,한국특강,007280,2019-01-07,2735.0,유상증자(제3자배정),기명식 보통,14332612.0,39199693820.0
84,SK디앤디,210980,2019-01-04,28600.0,유상증자(구주주배정),기명식 보통,2835164.0,81085690400.0
85,웅진,016880,2019-01-04,500.0,유상증자(제3자배정),기명식 보통,1489461.0,744730500.0
86,롯데제과,280360,2019-01-03,157904.0,유상증자(제3자배정),기명식 보통,2207615.0,348591238960.0
87,인바이오젠,101140,2019-01-02,2241.0,유상증자(제3자배정),기명식 보통,5354751.0,11999996991.0
88,효성,004800,2018-12-28,48548.0,유상증자(공모증자),기명식 보통,7275874.0,353229130952.0
89,STX중공업,071970,2018-12-21,2500.0,유상증자(제3자배정),기명식 보통,19540000.0,48850000000.0
90,STX중공업,071970,2018-12-21,2500.0,유상증자(제3자배정),기명식 보통,43541388.0,108853470000.0
91,동양철관,008970,2018-12-21,1115.0,유상증자(구주주배정),기명식 보통,30000000.0,33450000000.0
92,남광토건,001260,2018-12-20,22500.0,유상증자(제3자배정),기명식 보통,1321.0,29722500.0
93,SK증권,001510,2018-12-19,564.0,유상증자(구주주배정),기명식 보통,116110000.0,65486040000.0
94,진흥기업,002780,2018-12-06,2860.0,-유상증자(제3자배정),기명식 보통,27187.0,77754820.0
95,금호에이치티,214330,2018-11-30,3850.0,유상증자(제3자배정),기명식 보통,1558441.0,5999997850.0
96,웰바이오텍,010600,2018-11-29,5705.0,유상증자(제3자배정),기명식 보통,1139350.0,6499991750.0
97,제일파마홀딩스,002620,2018-11-27,23950.0,유상증자(공모증자),기명식 보통,11627848.0,278486959600.0
98,제주은행,006220,2018-11-22,5000.0,유상증자(구주주배정),기명식 보통,10000000.0,50000000000.0
99,컨버즈,109070,2018-11-22,5080.0,유상증자(제3자배정),기명식 보통,196850.0,999998000.0
100,한솔로지스틱스,009180,2018-11-16,930.0,유상증자(구주주배정),기명식 보통,11000000.0,10230000000.0
101,한일홀딩스,003300,2018-11-12,59227.0,유상증자(공모증자),기명식 보통,2869635.0,169959872145.0
102,SK증권,001510,2018-10-30,825.0,유상증자(제3자배정),기명식 보통,36363000.0,29999475000.0
103,동부건설,005960,2018-10-30,5000.0,유상증자(제3자배정),기명식 보통,6119.0,30595000.0
104,롯데관광개발,032350,2018-10-29,11600.0,유상증자(구주주배정),기명식 보통,18604651.0,215813951600.0
105,팬오션,028670,2018-10-16,12500.0,유상증자(제3자배정),기명식 보통,20506.0,256325000.0
106,코오롱,002020,2018-10-11,37300.0,유상증자(제3자배정),기명식 보통,565241.0,21083489300.0
107,HDC,012630,2018-10-05,23649.0,유상증자(공모증자),기명식 보통,28295761.0,669166451889.0
108,범양건영,002410,2018-10-02,1000.0,유상증자(제3자배정),기명식 보통,3205.0,3205000.0
109,삼부토건,001470,2018-09-20,5000.0,유상증자(제3자배정),기명식 보통,299290.0,1496450000.0
110,KR모터스,000040,2018-09-17,553.0,유상증자(제3자배정),기명식 보통,9222423.0,5099999919.0
111,STX,011810,2018-09-17,16850.0,유상증자(제3자배정),기명식 보통,593472.0,10000003200.0
112,삼부토건,001470,2018-09-13,5000.0,유상증자(공모증자),기명식 보통,5630000.0,28150000000.0
113,금호건설,002990,2018-09-07,111500.0,유상증자(제3자배정),기명식 보통,185822.0,20719153000.0
114,초록뱀헬스케어,118000,2018-08-21,2915.0,유상증자(제3자배정),기명식 보통,2744425.0,7999998875.0
115,미원에스씨,268280,2018-08-16,55000.0,유상증자(제3자배정),기명식 보통,26084.0,1434620000.0
116,성지건설,005980,2018-08-09,5000.0,유상증자(제3자배정),기명식 보통,164369.0,821845000.0
117,한국콜마,161890,2018-08-08,80500.0,유상증자(제3자배정),기명식 보통,1242237.0,100000078500.0
118,이아이디,093230,2018-08-06,255.0,유상증자(제3자배정),기명식 보통,90000000.0,22950000000.0
119,HLB글로벌,003580,2018-08-02,4495.0,유상증자(제3자배정),기명식 보통,2224695.0,10000004025.0
120,웰바이오텍,010600,2018-08-02,3550.0,유상증자(제3자배정),기명식 보통,7915490.0,28099989500.0
121,삼일제약,000520,2018-07-26,17250.0,유상증자(구주주배정),기명식 보통,1000000.0,17250000000.0
122,금호타이어,073240,2018-07-19,5000.0,유상증자(제3자배정),기명식 보통,129267129.0,646335645000.0
123,메리츠화재,000060,2018-07-17,20950.0,유상증자(제3자배정),기명식 보통,3342000.0,70014900000.0
124,팬오션,028670,2018-07-17,12500.0,유상증자(제3자배정),기명식 보통,3287.0,41087500.0
125,부산주공,005030,2018-07-09,679.0,유상증자(구주주배정),기명식 보통,13000000.0,8827000000.0
126,마니커,027740,2018-07-05,857.0,유상증자(제3자배정),기명식 보통,16336056.0,13999999992.0
127,흥아해운,003280,2018-07-03,722.0,유상증자(제3자배정),기명식 보통,6930000.0,5003460000.0
128,롯데지주,004990,2018-06-29,58273.0,유상증자(공모증자),기명식 보통,2930323.0,170758712179.0
129,에이프로젠바이오로직스,003060,2018-06-27,3325.0,유상증자(제3자배정),기명식 보통,21052632.0,70000001400.0
130,삼성제약,001360,2018-06-27,2275.0,유상증자(구주주배정),기명식 보통,14000000.0,31850000000.0
131,고려개발,004200,2018-06-25,9000.0,유상증자(제3자배정),기명식 보통,8888889.0,80000001000.0
132,삼부토건,001470,2018-06-25,5000.0,유상증자(제3자배정),기명식 보통,107091.0,535455000.0
133,메타랩스,090370,2018-06-18,3825.0,유상증자(제3자배정),기명식 보통,6535942.0,24999978150.0
134,폴루스바이오팜,007630,2018-06-14,10850.0,유상증자(제3자배정),기명식 보통,165899.0,1800004150.0
135,메타랩스,090370,2018-06-11,3300.0,유상증자(제3자배정),기명식 보통,1353047.0,4465055100.0
136,쿠쿠홀딩스,192400,2018-05-29,105809.0,유상증자(공모증자),기명식 보통,1796543.0,190090418287.0
137,메타랩스,090370,2018-05-10,3315.0,유상증자(제3자배정),기명식 보통,225310.0,746902650.0
138,KH 필룩스,033180,2018-05-02,6000.0,유상증자(제3자배정),기명식 보통,6300000.0,37800000000.0
139,동부건설,005960,2018-04-30,5000.0,유상증자(제3자배정),기명식 보통,573.0,2865000.0
140,삼성중공업,010140,2018-04-30,5870.0,유상증자(구주주배정),기명식 보통,240000000.0,1408800000000.0
141,SK디스커버리,006120,2018-04-25,42230.0,유상증자(공모증자),기명식 보통,8253572.0,348548345560.0
142,메타랩스,090370,2018-04-20,3315.0,유상증자(제3자배정),기명식 보통,337859.0,1120002585.0
143,KH 필룩스,033180,2018-04-19,3170.0,유상증자(제3자배정),기명식 보통,3785500.0,12000035000.0
144,팬오션,028670,2018-04-17,12500.0,유상증자(제3자배정),기명식 보통,5470.0,68375000.0
145,쎌마테라퓨틱스,015540,2018-04-12,6510.0,유상증자(제3자배정),기명식 보통,728401.0,4741890510.0
146,KH 필룩스,033180,2018-04-05,2560.0,유상증자(제3자배정),기명식 보통,3906250.0,10000000000.0
147,콤텍시스템,031820,2018-04-04,873.0,유상증자(구주주배정),기명식 보통,16000000.0,13968000000.0
148,대우조선해양,042660,2018-03-28,40350.0,유상증자(제3자배정),기명식 보통,549464.0,22170872400.0
149,동원금속,018500,2018-03-27,1165.0,유상증자(구주주배정),기명식 보통,10800000.0,12582000000.0
150,큐로,015590,2018-03-22,973.0,유상증자(제3자배정),기명식 보통,10277492.0,9999999716.0
151,한국조선해양,009540,2018-03-22,98800.0,유상증자(구주주배정),기명식 보통,12500000.0,1235000000000.0
152,BGF,027410,2018-03-21,14736.0,유상증자(공모증자),기명식 보통,63105460.0,929922058560.0
153,하나금융지주,086790,2018-03-20,47187.0,유상증자(제3자배정),기명식 보통,4239000.0,200025693000.0
154,다이나믹디자인,145210,2018-03-12,2960.0,유상증자(제3자배정),기명식 보통,1351351.0,3999998960.0
155,에이엔피,015260,2018-03-05,565.0,유상증자(구주주배정),기명식 보통,34100000.0,19266500000.0
156,CJ제일제당,097950,2018-02-23,333500.0,유상증자(제3자배정),기명식 보통,1872138.0,624358023000.0
157,아세아시멘트,183190,2018-02-21,115500.0,유상증자(공모증자),기명식 보통,600000.0,69300000000.0
158,폴루스바이오팜,007630,2018-02-07,4170.0,유상증자(제3자배정),기명식 보통,7194244.0,29999997480.0
159,흥아해운,003280,2018-02-02,562.0,유상증자(구주주배정),기명식 보통,41000000.0,23042000000.0
160,STX중공업,071970,2018-01-31,25000.0,유상증자(제3자배정),기명식 보통,171495.0,4287375000.0
161,웅진에너지,103130,2018-01-30,8030.0,유상증자(제3자배정),기명식 보통,3718919.0,29862919570.0
162,동부건설,005960,2018-01-30,5000.0,유상증자(제3자배정),기명식 보통,6907.0,34535000.0
163,남광토건,001260,2018-01-30,22500.0,유상증자(제3자배정),기명식 보통,6890.0,155025000.0
164,삼화전자공업,011230,2018-01-29,3990.0,유상증자(구주주배정),기명식 보통,5700000.0,22743000000.0
165,메타랩스,090370,2018-01-26,3260.0,유상증자(제3자배정),기명식 보통,5875785.0,19155059100.0
166,폴루스바이오팜,007630,2018-01-17,1880.0,유상증자(제3자배정),기명식 보통,5319141.0,9999985080.0
167,팬오션,028670,2018-01-16,12500.0,유상증자(제3자배정),기명식 보통,2132.0,26650000.0
168,세하,027970,2018-01-15,1335.0,유상증자(제3자배정),기명식 보통,2247191.0,2999999985.0
169,에이블씨엔씨,078520,2018-01-04,13400.0,유상증자(구주주배정),기명식 보통,7932381.0,106293905400.0
170,대우조선해양,042660,2018-01-04,40350.0,유상증자(제3자배정),기명식 보통,1627479.0,65668777650.0
171,우리종금,010050,2017-12-28,500.0,유상증자(구주주배정),기명식 보통,200000000.0,100000000000.0
172,주연테크,044380,2017-12-27,452.0,유상증자(구주주배정),기명식 보통,35000000.0,15820000000.0
173,페이퍼코리아,001020,2017-12-22,1215.0,유상증자(구주주배정),기명식 보통,22000000.0,26730000000.0
174,HMM,011200,2017-12-21,5000.0,유상증자(구주주배정),기명식 보통,120000000.0,600000000000.0
175,큐로,015590,2017-12-19,583.0,유상증자(제3자배정),기명식 보통,1715264.0,999998912.0
176,케이비아이동국실업,001620,2017-12-19,938.0,유상증자(구주주배정),기명식 보통,23900000.0,22418200000.0
177,현대약품,004310,2017-12-19,2875.0,유상증자(구주주배정),기명식 보통,4000000.0,11500000000.0
178,큐로,015590,2017-12-14,500.0,유상증자(제3자배정),기명식 보통,22000000.0,11000000000.0
179,에이프로젠,007460,2017-12-07,1935.0,유상증자(제3자배정),기명식 보통,31007752.0,60000000120.0
180,메타랩스,090370,2017-12-07,1649.0,유상증자(제3자배정),기명식 보통,9096423.0,15000001527.0
181,오리온홀딩스,001800,2017-12-04,22931.0,유상증자(공모증자),기명식 보통,42093204.0,965239260924.0
182,현대일렉트릭,267260,2017-11-23,186000.0,유상증자(구주주배정),기명식 보통,1420000.0,264120000000.0
183,진원생명과학,011000,2017-11-23,4450.0,유상증자(구주주배정),기명식 보통,5000000.0,22250000000.0
184,선진,136490,2017-11-23,12050.0,유상증자(구주주배정),기명식 보통,7500000.0,90375000000.0
185,한화손해보험,000370,2017-11-20,7680.0,유상증자(주주우선공모),기명식 보통,26000000.0,199680000000.0
186,현대건설기계,267270,2017-11-20,274500.0,유상증자(구주주배정),기명식 보통,1380000.0,378810000000.0
187,폴루스바이오팜,007630,2017-11-16,2090.0,유상증자(제3자배정),기명식 보통,478468.0,999998120.0
188,남광토건,001260,2017-11-07,22500.0,유상증자(제3자배정),기명식 보통,22730.0,511425000.0
189,삼부토건,001470,2017-11-07,5000.0,유상증자(제3자배정),기명식 보통,334951.0,1674755000.0
190,삼부토건,001470,2017-10-30,6940.0,유상증자(제3자배정),기명식 보통,8645533.0,59999999020.0
191,크라운해태홀딩스,005740,2017-10-30,18771.0,유상증자(공모증자),기명식 보통,5121647.0,96138435837.0
192,팬오션,028670,2017-10-24,12500.0,유상증자(제3자배정),기명식 보통,55238.0,690475000.0
193,화승엔터프라이즈,241590,2017-10-24,15900.0,유상증자(제3자배정),기명식 보통,3338856.0,53087810400.0
194,페이퍼코리아,001020,2017-10-20,2045.0,유상증자(제3자배정),기명식 보통,9779951.0,19999999795.0
195,성지건설,005980,2017-10-19,790.0,유상증자(제3자배정),기명식 보통,31645569.0,24999999510.0
196,미래아이앤지,007120,2017-10-10,500.0,유상증자(구주주배정),기명식 보통,40000000.0,20000000000.0
197,맥쿼리인프라,088980,2017-09-22,8370.0,유상증자(공모증자)주주배정증자,기명식 보통,17584995.0,147186408150.0
198,일진머티리얼즈,020150,2017-09-14,29550.0,유상증자(구주주배정),기명식 보통,6800000.0,200940000000.0
199,대우조선해양,042660,2017-08-28,40350.0,유상증자(제3자배정),기명식 보통,19804813.0,799124204550.0
200,경동인베스트,012320,2017-08-22,53557.0,유상증자(공모증자),기명식 보통,452991.0,24260838987.0
201,넥센타이어,002350,2017-08-11,13450.0,유상증자(제3자배정),기명식 보통,1252000.0,16839400000.0
202,HD현대,267250,2017-08-09,406577.0,유상증자(공모증자),기명식 보통,4246196.0,1726405631092.0
203,동부건설,005960,2017-08-01,5000.0,유상증자(제3자배정),기명식 보통,24756.0,123780000.0
204,엔케이,085310,2017-07-24,1020.0,유상증자(구주주배정),기명식 보통,31000000.0,31620000000.0
205,대우조선해양,042660,2017-07-17,40350.0,유상증자(제3자배정),기명식 보통,19647036.0,792757902600.0
206,비케이탑스,030790,2017-07-13,1360.0,유상증자(제3자배정),기명식 보통,14184397.0,19290779920.0
207,범양건영,002410,2017-07-13,5000.0,유상증자(제3자배정),기명식 보통,992.0,4960000.0
208,이엔플러스,074610,2017-07-10,3615.0,유상증자(제3자배정),기명식 보통,276625.0,999999375.0
209,인바이오젠,101140,2017-07-10,1913.0,유상증자(제3자배정),기명식 보통,2561421.0,4899998373.0
210,미원홀딩스,107590,2017-07-06,91500.0,유상증자(제3자배정),기명식 보통,464475.0,42499462500.0
211,메타랩스,090370,2017-07-06,516.0,유상증자(공모증자),기명식 보통,1937984.0,999999744.0
212,진흥기업,002780,2017-07-04,850.0,유상증자(제3자배정),기명식 보통,5657177.0,4808600450.0
213,메타랩스,090370,2017-07-03,649.0,유상증자(제3자배정),기명식 보통,6163330.0,4000001170.0
214,국보,001140,2017-07-03,8820.0,유상증자(구주주배정),기명식 보통,655000.0,5777100000.0
215,이엔플러스,074610,2017-06-26,2810.0,유상증자(제3자배정),기명식 보통,1423488.0,4000001280.0
216,쎌마테라퓨틱스,015540,2017-06-15,8690.0,유상증자(제3자배정),기명식 보통,575374.0,5000000060.0
217,이엔플러스,074610,2017-06-14,2310.0,유상증자(제3자배정),기명식 보통,1731602.0,4000000620.0
218,인바이오젠,101140,2017-06-07,1924.0,유상증자(제3자배정),기명식 보통,519746.0,999991304.0
219,HMM,011200,2017-06-02,7480.0,유상증자(제3자배정),기명식 보통,13943850.0,104299998000.0
220,HLB글로벌,003580,2017-05-26,34950.0,유상증자(제3자배정),기명식 보통,214592.0,7499990400.0
221,삼부토건,001470,2017-05-25,5000.0,유상증자(제3자배정),기명식 보통,10090.0,50450000.0
222,동부건설,005960,2017-04-25,5000.0,유상증자(제3자배정),기명식 보통,10298.0,51490000.0
223,금호건설,002990,2017-04-24,161000.0,유상증자(제3자배정),기명식 보통,758534.0,122123974000.0
224,와이투솔루션,011690,2017-04-20,3620.0,유상증자(제3자배정),기명식 보통,5110493.0,18499984660.0
225,삼부토건,001470,2017-04-20,5000.0,유상증자(제3자배정),기명식 보통,17781.0,88905000.0
226,팬오션,028670,2017-04-18,12500.0,유상증자(제3자배정),기명식 보통,85803.0,1072537500.0
227,보루네오가구,004740,2017-04-11,1067.0,유상증자(제3자배정),기명식 보통,3170612.0,3383043004.0
228,일동홀딩스,000230,2017-04-11,20008.0,유상증자(공모증자),기명식 보통,3267484.0,65375819872.0
229,동양생명,082640,2017-04-10,9823.0,유상증자(제3자배정),기명식 보통,53786195.0,528341793485.0
230,플레이그램,009810,2017-04-10,679.0,유상증자(제3자배정),기명식 보통,1472754.0,999999966.0
231,이엔플러스,074610,2017-03-29,2410.0,유상증자(제3자배정),기명식 보통,414937.0,999998170.0
232,STX,011810,2017-03-29,2500.0,유상증자(제3자배정),기명식 보통,131290000.0,328225000000.0
233,STX중공업,071970,2017-03-27,2500.0,유상증자(제3자배정),기명식 보통,233709124.0,584272810000.0
234,대한항공,003490,2017-03-23,20800.0,유상증자(구주주배정),기명식 보통,22004890.0,457701712000.0
235,웅진에너지,103130,2017-03-22,5000.0,유상증자(제3자배정),기명식 보통,2000000.0,10000000000.0
236,삼성증권,016360,2017-03-22,26300.0,유상증자(구주주배정),기명식 보통,12864835.0,338345160500.0
237,큐로,015590,2017-03-21,609.0,유상증자(구주주배정),기명식 보통,20000000.0,12180000000.0
238,쌍용자동차,003620,2017-03-16,7040.0,유상증자(제3자배정),기명식 보통,729300.0,5134272000.0
239,KH 필룩스,033180,2017-03-14,3085.0,유상증자(제3자배정),기명식 보통,1620772.0,5000081620.0
240,이아이디,093230,2017-02-27,501.0,유상증자(공모증자),기명식 보통,50000000.0,25050000000.0
241,컨버즈,109070,2017-02-16,650.0,유상증자(제3자배정),기명식 보통,1538460.0,999999000.0
242,이엔플러스,074610,2017-02-16,2680.0,유상증자(제3자배정),기명식 보통,373134.0,999999120.0
243,STX,011810,2017-02-07,22500.0,유상증자(제3자배정),기명식 보통,2638.0,59355000.0
244,동부건설,005960,2017-01-31,5000.0,유상증자(제3자배정),기명식 보통,34014.0,170070000.0
245,샘표,007540,2017-01-26,38553.0,유상증자(공모증자),기명식 보통,715943.0,27601750479.0
246,에스엠벡셀,010580,2017-01-25,1075.0,유상증자(제3자배정),기명식 보통,930232.0,999999400.0
247,미래산업,025560,2017-01-23,280.0,유상증자(제3자배정),기명식 보통,17858142.0,5000279760.0
248,팬오션,028670,2017-01-17,12500.0,유상증자(제3자배정),기명식 보통,3937.0,49212500.0
249,대우조선해양,042660,2017-01-13,40350.0,유상증자(제3자배정),기명식 보통,44257142.0,1785775679700.0
250,미래아이앤지,007120,2017-01-10,1205.0,유상증자(제3자배정),기명식 보통,3319502.0,3999999910.0
251,흥아해운,003280,2017-01-10,1030.0,유상증자(구주주배정),기명식 보통,25000000.0,25750000000.0
252,KB손해보험,002550,2017-01-09,26250.0,유상증자(제3자배정),기명식 보통,6500000.0,170625000000.0
253,웅진,016880,2017-01-05,1531.0,유상증자(제3자배정),기명식 보통,4958284.0,7591132804.0
254,웅진,016880,2017-01-03,500.0,유상증자(제3자배정),기명식 보통,7648005.0,3824002500.0
255,메타랩스,090370,2017-01-02,797.0,유상증자(제3자배정),기명식 보통,6273526.0,5000000222.0
256,진흥기업,002780,2018-12-06,850.0,유상증자(제3자배정),기명식 보통,91476.0,77754600.0
