,기업공시코드,시장
1583,A127710,K
1584,A128540,K
1585,A128660,K
1586,A128820,Y
1587,A128940,Y
1588,A129260,Y
1589,A129890,K
1590,A129920,K
1591,A130500,K
1592,A130580,K
1593,A130660,Y
1594,A130740,K
1595,A131030,K
1596,A131090,K
1597,A131100,K
1598,A131180,K
1599,A131220,K
1600,A131290,K
1601,A131370,K
1602,A131400,K
1603,A131760,K
1604,A131970,K
1605,A133750,K
1606,A133820,Y
1607,A134060,K
1608,A134380,Y
1609,A134580,K
1610,A134790,Y
1611,A136410,K
1612,A136480,K
1613,A136490,Y
1614,A136510,K
1615,A136540,K
1616,A137080,K
1617,A137310,Y
1618,A137400,K
1619,A137940,K
1620,A137950,K
1621,A138040,Y
1622,A138070,K
1623,A138080,K
1624,A138360,K
1625,A138490,Y
1626,A138580,K
1627,A138610,K
1628,A138690,K
1629,A138930,Y
1630,A139050,K
1631,A139130,Y
1632,A139480,Y
1633,A139670,K
1634,A139990,Y
1635,A140070,K
1636,A140410,K
1637,A140520,K
1638,A140670,K
1639,A140860,K
1640,A140910,Y
1641,A141000,K
1642,A141020,K
1643,A141080,K
1644,A142210,K
1645,A142280,K
1646,A142760,K
1647,A143160,K
1648,A143210,Y
1649,A143240,K
1650,A143540,K
1651,A144510,K
1652,A144960,K
1653,A145020,K
1654,A145210,Y
1655,A145270,Y
1656,A145720,Y
1657,A145990,Y
1658,A146320,K
1659,A147760,K
1660,A147830,K
1661,A148140,K
1662,A148150,K
1663,A148250,K
1664,A148780,K
1665,A148930,K
1666,A149950,K
1667,A149980,K
1668,A150840,K
1669,A150900,K
1670,A151860,K
1671,A151910,K
1672,A152550,Y
1673,A153460,K
1674,A153490,K
1675,A153710,K
1676,A154030,K
1677,A154040,K
1678,A155650,K
1679,A155660,Y
1680,A155900,Y
1681,A156100,K
1682,A158430,K
1683,A159010,K
1684,A159580,K
1685,A159910,K
1686,A160550,K
1687,A160600,K
1688,A160980,K
1689,A161000,Y
1690,A161390,Y
1691,A161570,K
1692,A161580,K
1693,A161890,Y
1694,A162300,K
1695,A163560,Y
1696,A163730,K
1697,A164060,K
1698,A166090,K
1699,A166480,K
1700,A168330,K
1701,A168360,K
1702,A168490,Y
1703,A169330,K
1704,A170030,K
1705,A170790,K
1706,A170900,Y
1707,A170920,K
1708,A171010,K
1709,A171090,K
1710,A171120,K
1711,A173130,K
1712,A173940,K
1713,A174880,K
1714,A174900,K
1715,A175140,K
1716,A175250,K
1717,A175330,Y
1718,A177350,K
1719,A177830,K
1720,A178320,K
1721,A178780,K
1722,A178920,Y
1723,A179290,K
1724,A179530,K
1725,A179900,K
1726,A180400,K
1727,A180640,Y
1728,A181340,K
1729,A181710,Y
1730,A182360,K
1731,A182400,K
1732,A183190,Y
1733,A183300,K
1734,A183490,K
1735,A184230,K
1736,A185490,K
1737,A185750,Y
1738,A186230,K
1739,A187220,K
1740,A187270,K
1741,A187420,K
1742,A187660,K
1743,A187790,K
1744,A187870,K
1745,A189300,K
1746,A189330,K
1747,A189690,K
1748,A189860,K
1749,A189980,K
1750,A190510,K
1751,A190650,K
1752,A191410,K
1753,A191420,K
1754,A192080,Y
1755,A192250,K
1756,A192390,K
1757,A192400,Y
1758,A192410,K
1759,A192440,K
1760,A192650,Y
1761,A192820,Y
1762,A193250,K
1763,A194370,Y
1764,A194480,K
1765,A194700,K
1766,A195500,K
1767,A195870,Y
1768,A195940,K
1769,A195990,K
1770,A196170,K
1771,A196300,K
1772,A196450,K
1773,A196490,K
1774,A196700,K
1775,A197140,K
1776,A198080,K
1777,A198440,K
1778,A198940,K
1779,A199800,K
1780,A199820,K
1781,A200130,K
1782,A200230,K
1783,A200350,K
1784,A200470,K
1785,A200670,K
1786,A200710,K
1787,A200780,K
1788,A200880,Y
1789,A201490,K
1790,A203400,K
1791,A203450,K
1792,A203650,K
1793,A203690,K
1794,A204020,K
1795,A204210,Y
1796,A204270,K
1797,A204320,Y
1798,A204610,K
1799,A204620,K
1800,A204630,K
1801,A204840,K
1802,A205100,K
1803,A205470,K
1804,A205500,K
1805,A206400,K
1806,A206560,K
1807,A206640,K
1808,A206650,K
1809,A207760,K
1810,A207940,Y
1811,A208140,K
1812,A208340,K
1813,A208350,K
1814,A208370,K
1815,A208640,K
1816,A208710,K
1817,A208860,K
1818,A210540,Y
1819,A210980,Y
1820,A211050,K
1821,A211270,K
1822,A212560,K
1823,A213420,K
1824,A213500,Y
1825,A214150,K
1826,A214180,K
1827,A214260,K
1828,A214270,K
1829,A214310,K
1830,A214320,Y
1831,A214330,Y
1832,A214370,K
1833,A214390,Y
1834,A214420,Y
1835,A214430,K
1836,A214450,K
1837,A214610,K
1838,A214680,K
1839,A214870,K
1840,A215000,K
1841,A215090,K
1842,A215100,K
1843,A215200,K
1844,A215360,K
1845,A215380,K
1846,A215480,K
1847,A215600,K
1848,A215790,K
1849,A216050,K
1850,A216080,K
1851,A217190,K
1852,A217270,K
1853,A217330,K
1854,A217480,K
1855,A217500,K
1856,A217620,K
1857,A217730,K
1858,A217820,K
1859,A218150,K
1860,A218410,K
1861,A219130,K
1862,A219420,K
1863,A219550,K
1864,A219750,K
1865,A220100,K
1866,A220180,K
1867,A220260,K
1868,A221840,K
1869,A221980,K
1870,A222040,K
1871,A222080,K
1872,A222110,K
1873,A222160,K
1874,A222420,K
1875,A222800,K
1876,A222810,K
1877,A222980,K
1878,A223250,K
1879,A223310,K
1880,A224060,K
1881,A224110,K
1882,A225190,K
1883,A225220,K
1884,A225430,K
1885,A225530,K
1886,A225570,K
1887,A225590,K
1888,A226320,Y
1889,A226330,K
1890,A226340,K
1891,A226360,K
1892,A226400,K
1893,A226440,K
1894,A226950,K
1895,A227100,K
1896,A227610,K
1897,A227840,Y
1898,A227950,K
1899,A228340,K
1900,A228670,K
1901,A228760,K
1902,A228850,K
1903,A229000,K
1904,A229640,Y
1905,A230240,K
1906,A230360,K
1907,A230980,K
1908,A232140,K
1909,A232680,K
1910,A234080,Y
1911,A234100,K
1912,A234300,K
1913,A234340,K
1914,A234690,K
1915,A234920,K
1916,A235980,K
1917,A236200,K
1918,A236810,K
1919,A237690,K
1920,A237750,K
1921,A237820,K
1922,A237880,K
1923,A238090,K
1924,A238120,K
1925,A238200,K
1926,A238490,K
1927,A239340,K
1928,A239610,K
1929,A239890,K
1930,A240810,K
1931,A241520,K
1932,A241560,Y
1933,A241590,Y
1934,A241690,K
1935,A241710,K
1936,A241770,K
1937,A241790,K
1938,A241820,K
1939,A241840,K
1940,A242040,K
1941,A243070,K
1942,A243840,K
1943,A244460,K
1944,A244920,Y
1945,A245620,K
1946,A246690,K
1947,A246710,K
1948,A246720,K
1949,A246960,K
1950,A247540,K
1951,A247660,K
1952,A248070,Y
1953,A248170,Y
1954,A249420,Y
1955,A250000,K
1956,A250060,K
1957,A250930,K
1958,A251120,K
1959,A251270,Y
1960,A251370,K
1961,A251630,K
1962,A251970,K
1963,A252500,K
1964,A252990,K
1965,A253450,K
1966,A253590,K
1967,A253840,K
1968,A254120,K
1969,A255220,K
1970,A255440,K
1971,A256150,K
1972,A256630,K
1973,A256840,K
1974,A256940,K
1975,A257370,K
1976,A257720,K
1977,A258610,K
1978,A258790,K
1979,A258830,K
1980,A259630,K
1981,A259960,Y
1982,A260660,K
1983,A260930,K
1984,A260970,K
1985,A261200,K
1986,A261780,K
1987,A262260,K
1988,A262840,K
1989,A263020,K
1990,A263050,K
1991,A263540,K
1992,A263600,K
1993,A263690,K
1994,A263700,K
1995,A263720,K
1996,A263750,K
1997,A263770,K
1998,A263800,K
1999,A263810,K
2000,A263860,K
2001,A263920,K
2002,A264450,K
2003,A264660,K
2004,A264850,K
2005,A264900,Y
2006,A265520,K
2007,A265560,K
2008,A265740,K
2009,A267250,Y
2010,A267260,Y
2011,A267270,Y
2012,A267290,Y
2013,A267320,K
2014,A267790,K
2015,A267850,Y
2016,A267980,K
2017,A268280,Y
2018,A268600,K
2019,A269620,K
2020,A270520,K
2021,A270660,K
2022,A270870,K
2023,A271560,Y
2024,A271940,Y
2025,A271980,Y
2026,A272110,K
2027,A272210,Y
2028,A272290,K
2029,A272450,Y
2030,A272550,Y
2031,A273060,K
2032,A273640,K
2033,A274090,K
2034,A275630,K
2035,A276040,K
2036,A276730,K
2037,A277070,K
2038,A277410,K
2039,A277810,K
2040,A277880,K
2041,A278280,K
2042,A278650,K
2043,A279600,K
2044,A280360,Y
2045,A281740,K
2046,A281820,Y
2047,A282330,Y
2048,A282690,Y
2049,A282880,K
2050,A284620,K
2051,A284740,Y
2052,A285130,Y
2053,A285490,K
2054,A286750,K
2055,A286940,Y
2056,A287410,K
2057,A288330,K
2058,A288620,K
2059,A288980,K
2060,A289010,K
2061,A289080,K
2062,A289220,K
2063,A290090,K
2064,A290120,K
2065,A290270,K
2066,A290380,K
2067,A290520,K
2068,A290550,K
2069,A290650,K
2070,A290660,K
2071,A290670,K
2072,A290690,K
2073,A290720,K
2074,A290740,K
2075,A291230,K
2076,A291650,K
2077,A291810,K
2078,A293480,Y
2079,A293490,K
2080,A293580,K
2081,A293780,K
2082,A293940,Y
2083,A294090,K
2084,A294140,K
2085,A294570,K
2086,A294630,K
2087,A294870,Y
2088,A296640,K
2089,A297090,K
2090,A297570,K
2091,A297890,K
2092,A298000,Y
2093,A298020,Y
2094,A298040,Y
2095,A298050,Y
2096,A298060,K
2097,A298380,K
2098,A298540,K
2099,A298690,Y
2100,A298870,K
2101,A299030,K
2102,A299170,K
2103,A299660,K
2104,A299900,K
2105,A299910,K
2106,A300080,K
2107,A300120,K
2108,A300720,Y
2109,A301300,K
2110,A302430,K
2111,A302440,Y
2112,A302550,K
2113,A303030,K
2114,A303530,K
2115,A304100,K
2116,A304840,K
2117,A305090,K
2118,A306040,K
2119,A306200,Y
2120,A306620,K
2121,A307180,K
2122,A307280,K
2123,A307750,K
2124,A307870,K
2125,A307930,K
2126,A307950,Y
2127,A308080,K
2128,A308100,K
2129,A308170,Y
2130,A309930,K
2131,A310200,K
2132,A310210,K
2133,A310870,K
2134,A311320,K
2135,A311390,K
2136,A311690,K
2137,A312610,K
2138,A313760,K
2139,A314130,K
2140,A314140,K
2141,A314930,K
2142,A315640,K
2143,A316140,Y
2144,A317120,K
2145,A317240,K
2146,A317330,K
2147,A317400,Y
2148,A317530,K
2149,A317690,K
2150,A317770,K
2151,A317830,K
2152,A317850,K
2153,A317870,K
2154,A318000,K
2155,A318010,K
2156,A318020,K
2157,A318410,K
2158,A319400,K
2159,A319660,K
2160,A320000,K
2161,A321260,K
2162,A321550,K
2163,A321820,K
2164,A322000,Y
2165,A322180,K
2166,A322310,K
2167,A322510,K
2168,A322780,K
2169,A323230,K
2170,A323280,K
2171,A323410,Y
2172,A323990,K
2173,A326030,Y
2174,A327260,K
2175,A328130,K
2176,A328380,K
2177,A329180,Y
2178,A330350,K
2179,A330590,Y
2180,A330730,K
2181,A330860,K
2182,A331380,K
2183,A331520,K
2184,A331920,K
2185,A332290,K
2186,A332370,K
2187,A332570,K
2188,A333050,K
2189,A333430,K
2190,A333620,K
2191,A334890,Y
2192,A334970,K
2193,A335810,K
2194,A335870,K
2195,A335890,K
2196,A336060,K
2197,A336260,Y
2198,A336370,Y
2199,A336570,K
2200,A337930,K
2201,A338100,Y
2202,A338220,K
2203,A339770,Y
2204,A339950,K
2205,A340360,K
2206,A340440,K
2207,A340570,K
2208,A340930,K
2209,A343510,K
2210,A344050,K
2211,A344820,Y
2212,A347000,K
2213,A347700,K
2214,A347740,K
2215,A347770,K
2216,A347860,K
2217,A347890,K
2218,A348030,K
2219,A348150,K
2220,A348210,K
2221,A348340,K
2222,A348350,K
2223,A348370,K
2224,A348950,Y
2225,A350520,Y
2226,A351320,K
2227,A351330,K
2228,A351340,K
2229,A352480,K
2230,A352700,K
2231,A352770,K
2232,A352820,Y
2233,A352910,K
2234,A352940,K
2235,A353060,K
2236,A353070,K
2237,A353190,K
2238,A353200,Y
2239,A353490,K
2240,A353590,K
2241,A353810,K
2242,A354200,K
2243,A355150,K
2244,A356860,K
2245,A356890,K
2246,A357120,Y
2247,A357230,K
2248,A357250,Y
2249,A357430,Y
2250,A357550,K
2251,A357580,K
2252,A357780,K
2253,A357880,K
2254,A359090,K
2255,A360070,K
2256,A361390,K
2257,A361570,K
2258,A361610,Y
2259,A361670,K
2260,A362320,K
2261,A363250,K
2262,A363260,K
2263,A363280,Y
2264,A365270,K
2265,A365340,K
2266,A365550,Y
2267,A365590,K
2268,A365900,K
2269,A366030,K
2270,A366330,K
2271,A367000,K
2272,A367340,K
2273,A367360,K
2274,A367480,K
2275,A368600,K
2276,A368770,K
2277,A368970,K
2278,A369370,K
2279,A370090,K
2280,A371950,K
2281,A372170,K
2282,A372290,K
2283,A372800,K
2284,A372910,Y
2285,A373200,K
2286,A373220,Y
2287,A373340,K
2288,A375500,Y
2289,A376180,K
2290,A376190,K
2291,A376290,K
2292,A376300,K
2293,A376930,K
2294,A376980,K
2295,A377030,K
2296,A377190,Y
2297,A377220,K
2298,A377300,Y
2299,A377330,K
2300,A377400,K
2301,A377450,K
2302,A377460,K
2303,A377480,K
2304,A377630,K
2305,A377740,Y
2306,A378800,K
2307,A378850,Y
2308,A380320,K
2309,A380440,Y
2310,A380540,K
2311,A381970,Y
2312,A382480,K
2313,A382800,K
2314,A382840,K
2315,A382900,K
2316,A383220,Y
2317,A383310,K
2318,A383800,Y
2319,A383930,K
2320,A386580,K
2321,A387310,K
2322,A388050,K
2323,A388220,K
2324,A388720,K
2325,A388790,K
2326,A388800,K
2327,A389030,K
2328,A389140,K
2329,A389260,K
2330,A389470,K
2331,A389500,K
2332,A391060,K
2333,A391710,K
2334,A393360,K
2335,A393890,K
2336,A394280,K
2337,A395400,Y
2338,A396270,K
2339,A396300,K
2340,A396690,Y
2341,A396770,K
2342,A397030,K
2343,A397500,K
2344,A397880,K
2345,A399720,K
2346,A400560,K
2347,A400760,Y
2348,A400840,K
2349,A402030,K
2350,A402340,Y
2351,A403550,Y
2352,A403870,K
2353,A404950,K
2354,A404990,Y
2355,A405000,K
2356,A405100,K
2357,A405350,K
2358,A405640,K
2359,A406760,K
2360,A408920,K
2361,A409570,K
2362,A412350,K
2363,A412930,K
2364,A413600,K
2365,A413630,K
2366,A415580,K
2367,A417180,K
2368,A417310,Y
2369,A417500,K
2370,A417840,K
2371,A417970,K
2372,A418170,K
2373,A418210,K
2374,A419080,K
2375,A419120,K
2376,A419270,K
2377,A419530,K
2378,A419540,K
2379,A421800,K
2380,A422040,K
2381,A424140,K
2382,A424760,K
2383,A425040,K
2384,A425290,K
2385,A425420,K
2386,A426550,K
2387,A426670,K
2388,A427950,K
2389,A430220,K
2390,A430230,K
2391,A430460,K
2392,A430700,K
2393,A432320,Y
2394,A433530,K
2395,A435380,K
2396,A435620,K
2397,A435870,K
2398,A436530,K
2399,A436610,K
2400,A437780,K
2401,A438220,K
2402,A438580,K
2403,A439250,K
2404,A439410,K
2405,A439730,K
2406,A440200,K
2407,A440790,K
2408,A440820,K
2409,A441270,K
2410,A442130,K
2411,A442310,K
2412,A442770,K
2413,A445360,K
2414,A445970,K
2415,A446070,Y
2416,A900070,K
2417,A900100,K
2418,A900110,K
2419,A900120,K
2420,A900140,Y
2421,A900250,K
2422,A900260,K
2423,A900270,K
2424,A900280,K
2425,A900290,K
2426,A900300,K
2427,A900310,K
2428,A900340,K
2429,A950110,K
2430,A950130,K
2431,A950140,K
2432,A950160,K
2433,A950170,K
2434,A950190,K
2435,A950200,K
2436,A950210,Y
2437,A950220,K
