,0
매출채권,0.18868288270625394
판매 및 관리비,0.16708607979118445
차입금의존도,0.12299290467465644
영업현금흐름,0.1209164539690208
최대주주비율,0.11366992481618254
결산기간_주가변동률,0.07909480133208695
결산기간_거래량증가,0.07388251419025219
최대주주비율_변동성,0.0701586817883357
CB금액,0.03420190523504288
조회공시요구카운트,0.00845146478401523
최대주주변경카운트,0.0065648573683807195
타법인주식및출자증권취득결정금액,0.0038085098575769763
불성실공시법인지정카운트,0.002314616739935999
유상증자금액,0.002020698726754988
BW금액,0.0018391979954286695
최대주주변경을수반하는주식양수도금액,0.0014743618060314091
상호변경카운트,0.001080228447570778
최대주주변경을수반하는주식담보제공금액,0.000831614949609228
경영권분쟁소송,0.000527091558651854
업종변경카운트,0.000297648332637729
특수관계인에대한자금대여금액,0.0001035609303906021
