,0
당기순이익/총자본,0.1858721274983399
영업이익/총자본,0.18409502068580233
총자본,0.10096899754604162
매출총이익/총자본,0.09673914031651959
판매 및 관리비/총자본,0.09442818062976215
영업현금흐름/총자본,0.09124803828530383
최대주주비율,0.07583409824599803
차입금의존도,0.04925511313111209
BW금액+CB금액+유상증자금액/총자본,0.03534087887106679
매출채권/총자본,0.034728657825390585
결산기간_주가변동률,0.015169472161339941
경영권분쟁소송+불성실공시법인지정카운트+조회공시요구카운트,0.012921702298555547
최대주주비율_변동성,0.009674349917342232
최대주주변경카운트,0.004891144824349301
결산기간_거래량증가,0.0030799939719906516
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액/총자본,0.002405831996855061
타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액/총자본,0.0022930547995658724
상호변경카운트+업종변경카운트,0.001054196994664513
