,매출채권,판매 및 관리비,결산기간_주가변동률,영업현금흐름,차입금의존도,최대주주비율,결산기간_거래량증가,BW금액,조회공시요구카운트,최대주주비율_변동성,타법인주식및출자증권취득결정금액,최대주주변경카운트,최대주주변경을수반하는주식양수도금액,불성실공시법인지정카운트,유상증자금액,CB금액,특수관계인에대한자금대여금액,상호변경카운트,업종변경카운트,경영권분쟁소송,최대주주변경을수반하는주식담보제공금액
2017-07,0.3243743759622341,0.25185686205534696,0.1288433937767707,0.1197284724222575,0.07369832787196313,0.05680147082529835,0.005444212160346874,0.0002159836228944282,0.0036263528680003706,0.006723763611450448,0.0008142795306413401,0.006131940667126329,0.002121412838768102,0.0019699091694167347,0.0002647502573305195,0.014725874479416761,8.25807441773535e-05,0.0006296967171788786,0.00016268213140093816,0.0003996329835421087,0.0013840253044382015
2017-10,0.33500671989341374,0.25661396425850164,0.10295316520110788,0.11255355387959856,0.10347622603154605,0.04698144754586288,0.005179614199183174,0.0002737522864075781,0.00293460467560733,0.0036361993548879455,0.00016272186391074302,0.005829212680971428,0.0020245718282645925,0.0018070982543078413,0.0001434315235036656,0.018213585355120528,9.239464870035317e-05,0.000324006549107873,0.000362506743237858,0.0004539943231895016,0.0009772289035685883
2018-01,0.29940862784323347,0.27545495713229223,0.1277865322611368,0.13804457896924396,0.049220580825650916,0.02953220997617412,0.038283571129250855,0.00030827892214558525,0.0016597447288664389,0.02101740828230536,0.0008138733233904539,0.002548550428149439,0.0018454386258366154,0.0013560191142866016,0.00088971965713177,0.010716892110063221,0.00011368402535609726,0.00018234351818217277,8.098733724864103e-05,0.00026434205147914504,0.00047165973857618673
2018-04,0.30177716642830227,0.2375093709468581,0.10762712498705228,0.11095646658119664,0.07830254263308241,0.10992991252671991,0.013384897060012155,0.00014907960306544167,0.0024174451665449335,0.004003559218000018,0.00020384929357861073,0.003990108467238696,0.001734731952619009,0.003883634444625203,0.000291119539033357,0.02194624709117145,5.1846182012848855e-05,0.0003917163009932197,0.00012691675535721962,0.0005584793684319289,0.0007637854541043506
2018-07,0.2985212077256136,0.27375064815553646,0.1484709950140163,0.1418760307855027,0.04269483748467044,0.04235368728461319,0.02724896079492857,4.2275604447635076e-05,0.0009655313797613253,0.004465417629681738,0.0004861484119546565,0.0023522321016412624,0.0014584962171815868,0.002624988986440155,0.0014578151361647766,0.00971334099871699,0.00011355335595583284,0.0003013187244172229,0.0003936458243992123,0.00044935079104194435,0.00025951759331460086
2018-10,0.1216661602501727,0.10337349055827481,0.04893764618772514,0.11997860312275666,0.2052174402410553,0.22369116641781983,0.03123749239368255,0.0005430769648198662,0.002349079134027232,0.023680917103064997,0.010154853488877909,0.010938600267249294,0.0023358240104559575,0.006537332373121051,0.0012498159246722657,0.08307957803724487,9.872799206204104e-05,0.0017701816340660724,0.00013839911095841188,0.0011537791631157175,0.0018678356247774242
2019-01,0.14984821225278844,0.13934573460635374,0.06434897988075522,0.0813341706816312,0.03980239342570226,0.07418611613630005,0.029523533119986966,0.00011510061092595954,0.000734288810380855,0.40704615752160234,0.00015703714118489267,0.001750027110084053,0.0009978875459428463,0.0006569522673825928,0.000985143130062478,0.006963024790322674,0.00012003471184469992,0.001332295922448681,1.1379022809253823e-05,0.0002533099779054845,0.0004882213335854131
2019-04,0.14183145747246959,0.12525167829235928,0.06576530210736872,0.09586056356598972,0.0012818201090295488,0.02487641106905436,0.0002943028978519809,0.0001815840499582438,0.002242580615761962,0.530590727948725,0.0003297215188613255,0.0024029975082837463,0.0006963267532888969,0.0010856323617932592,0.00041173375436187945,0.005601444579706158,0.0001267929706215696,0.0006480958636846845,1.4575035354749483e-05,0.00018969934922018653,0.00031655217625513126
2019-07,0.2740307583101007,0.2583892155302866,0.14677846628777672,0.13461856419065318,0.03042674224741005,0.04900527285028465,0.0008922110161667,9.03018149790214e-05,0.0024572518967592837,0.08278575787854835,7.9195601955923e-06,0.005500217918428578,0.0012220986725627408,0.0012774793769183739,0.0003351160151898533,0.00955519685844633,0.00022732411139531528,0.000659381810517719,0.0004637246321233519,0.0004675133458684347,0.0008094856753884273
2019-10,0.32377356745701785,0.2533482730208195,0.09547393398067264,0.1107419000867739,0.09416864807939795,0.035454886763333165,0.03561023788704887,7.012284837842341e-05,0.0043357469200458335,0.025372604333744463,3.928992188549996e-07,0.007801520829095685,0.0016410922528730574,0.0010745856693506373,0.0002747330473697681,0.00706646982566731,0.00016142037117006767,0.0009237409263091198,0.0003369892950480314,0.0011719386652459301,0.0011971948414190262
2020-01,0.13284894278259787,0.10003916753560725,0.04515809530659465,0.1404146699141391,0.1516167258021539,0.2819010209739674,0.006904025089844617,0.0005620750007176389,0.006592787272128641,0.04574565277064463,0.006768572141051271,0.011977796163488418,0.0011968420830281725,0.006401404234047601,0.004245191844515257,0.052167298004713376,0.00012189301993585229,0.002090938539506651,0.00029220195138942136,0.0017024526695346971,0.001252246900393595
2020-04,0.13296977144852648,0.10755179957296336,0.04441712470109916,0.1558244402898778,0.18839068795652938,0.23789938013857342,0.0028652561438227866,0.0013486304601575255,0.0029730277973024767,0.04223889867559261,0.00653321368212204,0.010573678271218495,0.0012379295065954284,0.005771275819555196,0.007278543912744037,0.04694655796975121,0.00013355674769769126,0.0016191734979317705,0.0001469337509691954,0.0021044935192252702,0.0011756261377447725
2020-07,0.13356255321060934,0.10567525021476387,0.04328509195734815,0.16144882395631058,0.1922630550789893,0.21500477758211045,0.0014473219571178573,0.0011856745686407307,0.0034184211608952937,0.04238892841128097,0.0063940058380306895,0.008156490957414466,0.0012852547011054287,0.005039838502855826,0.008793915901951494,0.06631327834837036,5.71182312569847e-05,0.0020496438701746835,1.9106309693364482e-05,0.0014954877000087161,0.0007159615410715212
2020-10,0.13882792186648488,0.11257150578829492,0.0493755547482274,0.1606873261451696,0.16484654376213576,0.2163168151550671,0.0018827704321190408,0.0012939193205341933,0.002016144444464265,0.042931668459354644,0.006461773662126433,0.008224330010182633,0.001134236662193129,0.004391122428331193,0.008180788132422545,0.0768743992935583,5.3401749017569105e-05,0.0017924321843618767,3.2862336168157e-05,0.0011440171738248612,0.0009604662459616044
2021-01,0.13528394807029176,0.11805061679271316,0.0517680393481298,0.13724392307423514,0.16371221162136124,0.2406743293088595,0.0011108611300398817,0.0009925748126008403,0.0021286211374840665,0.03049296746961318,0.007263526173092609,0.005038326439878553,0.0004203109780281049,0.003450485300480423,0.0069571477592847,0.09204885250833592,8.001569302734513e-05,0.0009092608824265583,3.924087005449997e-06,0.0014011638997202236,0.0009688935133914988
