,0
BW금액,1142769500.9146535
CB금액,5357370688.167449
불성실공시법인지정카운트,0.12435044228337602
상호변경카운트,0.07906728034022228
유상증자금액,2593519366.7588873
조회공시요구카운트,0.37005594143234627
최대주주변경을수반하는주식양수도금액,1491929818.0854926
최대주주변경카운트,0.22845267888097048
타법인주식및출자증권취득결정금액,2738635260.0158377
결산기간_거래량증가,inf
결산기간_주가변동률,0.9195897243461847
당기순이익,-4405432.785513861
매출채권,19538416.43394176
매출총이익,782639.1845358743
영업이익,-2283503.544268162
영업현금흐름,-754647.8236868968
차입금의존도,27.034444998507013
총자본,46823774.096853636
최대주주비율,29.317169305494467
판매 및 관리비,3066754.6650917805
최대주주비율_변동성,inf
