,BW금액/총자본,CB금액/총자본,유상증자금액/총자본,최대주주변경을수반하는주식담보제공금액/총자본,최대주주변경을수반하는주식양수도금액/총자본,타법인주식및출자증권취득결정금액/총자본,특수관계인에대한자금대여금액/총자본,당기순이익/총자본,매출채권/총자본,매출총이익/총자본,영업이익/총자본,영업현금흐름/총자본,판매 및 관리비/총자본,경영권분쟁소송,불성실공시법인지정카운트,상호변경카운트,업종변경카운트,조회공시요구카운트,최대주주변경카운트,결산기간_거래량증가,결산기간_주가변동률,차입금의존도,총자본,최대주주비율,최대주주비율_변동성
2017-04,14.535191146359447,165.70430931688458,34.73447195084853,35.89941814113172,47.74861496501416,37.55888271234373,1.3449274899739876e-07,-0.09426042942964015,0.2504873931994132,0.029539407837782278,-0.03500976161902436,-0.014502155561317868,0.06454916953598071,0.14285714285714285,0.09107142857142857,0.06964285714285715,0.08392857142857142,0.3,0.24285714285714285,inf,0.9501639746398285,19.772858630952385,138409209.19927827,32.823808118358905,inf
2017-07,19.145327858067432,318.94940459061377,46.456862788964905,54.38925929130569,103.22598712441656,68.99834406293824,0.0,-0.07245770615898463,0.4256035068573416,0.07351351273211051,-0.032828839580490266,-0.03501937658774063,0.10633318005732079,0.22266401590457258,0.1411530815109344,0.09940357852882704,0.05168986083499006,0.3320079522862823,0.31610337972166996,inf,0.795233754511757,27.428315109343938,54200841.82758615,26.53914551250359,inf
2017-10,12.55748349123649,201.1292899571085,31.126109889776437,40.95012290671558,71.34429993568753,58.47613340723962,2.0656794163941268e-07,-0.0464405273679662,0.23838304151957532,0.027496173579855676,-0.02632955610198455,-0.01783974765799902,0.05382573010748321,0.1840277777777778,0.109375,0.07465277777777778,0.03125,0.2465277777777778,0.25,inf,0.9419857545898928,19.837533275462963,129198167.98419414,33.098284025575566,inf
2018-01,19.549718264517843,306.5255748007325,34.96994370405725,45.51687779445477,94.10672891475494,82.66456239783864,0.0,-0.07723723847079943,0.4115169739698423,0.06391896974827917,-0.03788144436343002,-0.02321302583191051,0.10180041401840585,0.2571976967370441,0.15355086372360843,0.0710172744721689,0.030710172744721688,0.2495201535508637,0.29750479846449135,inf,0.9969544093789166,28.907648752399233,56900896.69240403,26.707976614958625,inf
2018-04,11.680294154471227,201.83815635045974,33.81327740056708,22.907074950885136,61.232745618850025,61.99183815165015,2.060983694887719e-07,-0.04686859838189483,0.2086443351106289,0.026917073389040043,-0.022980019825257356,-0.017202473046770785,0.04989709314358436,0.2348111658456486,0.11986863711001643,0.06403940886699508,0.027914614121510674,0.17733990147783252,0.22167487684729065,inf,1.0017596179620456,20.34579365079365,296112850.3252559,33.934849976940086,0.00538962277794733
2018-07,16.448544044719107,325.3243666546775,54.97327260750327,36.2368232523018,52.28704662470282,77.83347898825089,1.9978029209310447e-07,-0.10865612514504869,0.36501411862250516,0.058989683976702116,-0.045038117896271636,-0.03536278959638267,0.10402780153350001,0.321353065539112,0.18816067653276955,0.0824524312896406,0.04439746300211417,0.19873150105708245,0.24735729386892177,inf,0.873621467455575,30.263049682875266,57093329.856120504,25.41957988986573,inf
2018-10,27.765129236487073,297.45202416581355,42.863479005852895,39.51981019960982,43.64122400499185,93.77293251146249,1.9786710075102602e-07,-0.09591143313541876,0.3401797321965732,0.06065605159623839,-0.04389925515482137,-0.03391694012061605,0.10455832471410484,0.2316831683168317,0.19207920792079208,0.09702970297029703,0.04356435643564356,0.18613861386138614,0.2198019801980198,inf,0.6805314972396935,29.95259900990099,58570995.1475099,26.77697783415749,inf
2019-01,9.631757486280625,157.45584020062893,-212.44763144666655,29.40724523233116,38.42618662282007,33.70696880648549,1.8196140941789959e-07,0.04191537874078209,0.15775776411556847,0.011634727484762816,-0.03029044080194884,-0.03322935800871448,0.04192513817069988,0.1624790619765494,0.1323283082077052,0.07202680067001675,0.04690117252931323,0.1474036850921273,0.19095477386934673,inf,0.7557020452979122,22.23739391401452,364665830.2366611,33.024549708557785,inf
2019-04,24.520118307349048,439.3007165606643,93.2282554304518,63.94294970877992,71.62673304041057,83.69936029929663,1.7176666523400394e-08,-0.11820675548163835,0.3701936993324197,0.0678030370663193,-0.054063226314308606,-0.02850190453633264,0.12186621592581093,0.162,0.194,0.092,0.044,0.236,0.292,1.969554066069729,0.46501571872019987,30.9753,62604241.059255,26.9463960979317,inf
2019-07,24.37678033013121,615.0634345671143,261.88759685255314,71.84411645638905,62.26033562141246,72.83354484633122,7.787856334780496e-08,-0.1497694539332651,0.37378482404317914,0.06519536366451713,-0.07184427108698667,-0.06449839187670836,0.1370395836424132,0.18232044198895028,0.1860036832412523,0.09392265193370165,0.0423572744014733,0.27071823204419887,0.2965009208103131,inf,0.49756008960368303,31.113766114180482,94014632.7201059,27.264236783890876,0.004651638485309152
2019-10,14.483596815325482,244.80887759266926,64.0254302675088,50.59767540552022,49.03385414914996,53.585219647497205,1.2083373416610498e-07,-0.13725257806218982,0.3313622717286072,0.0649410622907611,-0.05086824348316413,-0.023827179386698934,0.11570817910125024,0.24956369982547993,0.17277486910994763,0.08900523560209424,0.041884816753926704,0.29668411867364747,0.26527050610820246,inf,0.48686891642837127,30.44039703315882,81409020.30556719,26.68751118899003,inf
2020-01,13.59632667227596,237.29978531988792,83.83958913656406,52.48097046777658,38.02635219233187,60.130967343905674,1.4964483734133512e-06,-0.1343073903555579,0.3177061289267401,0.06355087335812529,-0.05740582601480534,-0.027742334099579158,0.12076417016104676,0.3048327137546468,0.18401486988847585,0.09665427509293681,0.03903345724907063,0.2788104089219331,0.23605947955390336,inf,0.4272617240437126,30.41744888475836,67728940.42582715,25.808758287864244,inf
2020-04,16.74858995295571,198.14925198144235,90.82536496590724,42.18176884820577,34.836165996680016,61.75640731130132,3.0045551037951756e-07,-0.10687204467424992,0.30252838129719495,0.05314850210449366,-0.05512885705887203,-0.03164358967447491,0.1080369161027372,0.2831215970961887,0.1724137931034483,0.08892921960072596,0.030852994555353903,0.27586206896551724,0.2395644283121597,inf,0.44283722456250785,29.955970961887473,65920720.91235482,26.520789990103854,inf
2020-07,23.444161085095995,226.1238127892342,119.07811435346144,36.71030570101003,46.446416142794256,57.779086966046115,1.7032158151823762e-07,-0.10873499155245749,0.30621835842514256,0.05604542772250867,-0.05095102863915533,-0.030676991814995763,0.10680945722627397,0.2422145328719723,0.16608996539792387,0.10380622837370242,0.02768166089965398,0.2560553633217993,0.21107266435986158,inf,0.5713834413820381,29.34695501730104,65154544.32018167,26.915192831188403,inf
2020-10,24.156083095269594,252.3592840971962,104.10982413400099,47.312516509659474,46.458653395625454,60.41833514221352,0.0,-0.09225920957205776,0.2954935142067693,0.057198057061146224,-0.04333012399882469,-0.036647019803933936,0.10017072703800663,0.19155844155844157,0.1461038961038961,0.08928571428571429,0.022727272727272728,0.20941558441558442,0.22564935064935066,inf,0.6434405027689848,28.335637175324678,62375822.54473215,27.307860988466242,inf
2021-01,30.1511508769525,368.8471214716122,123.86718029056559,56.3033011034527,52.00794015662793,59.54167635785926,0.0,-0.10762094392870258,0.32697360139612863,0.06241236792046387,-0.0509951245912496,-0.036408069048305215,0.11258197981964482,0.21052631578947367,0.13752122241086587,0.08488964346349745,0.01867572156196944,0.17487266553480477,0.21731748726655348,inf,0.7768518820677943,28.931112054329375,70426786.90870968,27.737039529870177,inf
