,당기순이익/총자본,영업이익/총자본,판매 및 관리비/총자본,영업현금흐름/총자본,총자본,최대주주비율,차입금의존도,매출총이익/총자본,매출채권/총자본,BW금액/총자본,조회공시요구카운트,결산기간_주가변동률,유상증자금액/총자본,최대주주비율_변동성,결산기간_거래량증가,최대주주변경카운트,타법인주식및출자증권취득결정금액/총자본,불성실공시법인지정카운트,CB금액/총자본,상호변경카운트,최대주주변경을수반하는주식양수도금액/총자본,업종변경카운트,경영권분쟁소송,특수관계인에대한자금대여금액/총자본,최대주주변경을수반하는주식담보제공금액/총자본
2017-04,0.13701273052731358,0.17653519186830724,0.09987323126831033,0.07620074565635487,0.06052600675759486,0.030410063264264514,0.025808329366418237,0.26851411504692635,0.08868271076601784,0.00010729854194102252,0.005005298011765792,0.014199731751239274,0.000694404038647459,0.0024855285587097186,0.0003405807739154686,0.002443313123237544,2.14181765911882e-05,0.000897029522320799,0.008376868854297078,0.00014118303671834228,0.0004459288176864983,0.0001648923164331013,0.0003726739537516562,2.5125877571754297e-05,0.0007156001236655453
2017-07,0.19018711068547273,0.16671704597195874,0.09525840574800845,0.0906084077294351,0.13091392109938793,0.09941347537031325,0.03935763468017231,0.06411717679669408,0.020939247472786505,0.0003907965774971065,0.006847144484188519,0.024540196397161186,0.0007116618212479977,0.008282934525201041,0.0045772862873363915,0.008891061217809235,0.003670570390511644,0.003368346076001197,0.03569327900779537,0.0008362541248383394,0.001600992581447658,9.736716767934405e-05,0.000533811051106374,2.8406359663284895e-05,0.002417466376286208
2017-10,0.1291074056002849,0.1751264700479617,0.0828669454438287,0.07672155814232799,0.06405167784395259,0.02575658714032846,0.03614329816531182,0.2535789895135247,0.10476189993781362,0.00011060233885546858,0.002841018235367719,0.012432141759336837,0.0003150184640416539,0.006717855008570234,0.008110725899605351,0.003960027542649355,0.0008851594104278237,0.0013681266192234797,0.012674469343355664,0.0004102875769879285,0.0010727082681087307,4.933504045193308e-06,0.00017227140909025323,5.733886670031356e-06,0.0008040888983299007
2018-01,0.1773866542171411,0.17180733451690353,0.0892633031882498,0.08263373982767215,0.12117962698027666,0.09411808316801894,0.05342991219961204,0.06470318438777334,0.027223073382605444,0.00037585461738755163,0.0027877253498725225,0.019614614552050425,0.00032121053898605094,0.022947717266312246,0.0085775399520347,0.008560256507532822,0.0036075377912604843,0.0032617102150350667,0.043255544020435154,0.0002995133085905288,0.00206276184818749,2.205100462454615e-05,0.0006922187972400928,3.1650588477389584e-05,0.0018371817737200932
2018-04,0.12490730675946167,0.16992280376792923,0.106844208795942,0.08408761531832475,0.04071767153671978,0.018917319310350695,0.0362835056291032,0.2592963191500035,0.11776937041015091,0.00013290551679130848,0.0014766153614559846,0.010261763774171638,0.00043617315358457105,0.00461913319470512,0.0028432419406579862,0.003262090392080263,0.0012445998027457825,0.001559989327630352,0.013207190465162843,0.00021106227034853464,0.0013374320599401734,1.5677290572645135e-07,0.00021941747041220606,1.5033546972973469e-05,0.0004270742724487538
2018-07,0.17707614600512497,0.1781154686756044,0.08303236725800012,0.10762880266546941,0.11735134231503005,0.09920617692638281,0.05030947781770033,0.06807030777431866,0.01790453858378804,0.0002807936138232009,0.0026872784885833014,0.020536632098481777,0.0006288719619562856,0.009393651805898249,0.007290358300776019,0.005814884447382351,0.003870319080655775,0.004485989008380653,0.043137483945569904,0.0006374077949044951,0.0009792805030008384,2.115227770837503e-05,0.0007390200773531051,2.036998880890866e-05,0.0007818785852979843
2018-10,0.17788521131038698,0.18334919259944588,0.09421155502191357,0.11616882223506546,0.12391208181545989,0.08634291420995062,0.04767091895309387,0.06474972527574636,0.018598268045430168,0.00031389643393752874,0.0024709001305864976,0.02070597634775937,0.0008583777826019176,0.0052278627947050516,0.006680557093902649,0.004805108199431223,0.0028753000552676506,0.004010286646196233,0.03541891914986825,0.001333318786127696,0.0008646134701893385,5.138778711138468e-07,0.0005622444595884363,4.1946585914909216e-05,0.0009414887195594535
2019-01,0.12911785817888893,0.16787553571219133,0.11551770128753104,0.08507567010088862,0.04410435894208915,0.027397191363688195,0.025731329844598607,0.2838839058450717,0.09464118574876944,3.476938097849799e-05,0.0011268665669269499,0.008067919391894223,0.00046758395347262885,0.0024212750608953986,0.0015473927768830955,0.0021625767893131875,0.0004870528919072552,0.001156198085262688,0.007917805422457375,0.0004889978494108025,0.0002561815389595394,1.9386853047495398e-05,0.00021221469109753582,3.795598297288274e-05,0.00025108574080349224
2019-04,0.1899322302513094,0.1774980714785039,0.10995923892789991,0.08754856186393228,0.1200319213936193,0.08257683769219404,0.050701558419629075,0.06188963853104816,0.022657256014170502,6.629975677344198e-05,0.0041456729777988146,0.01895145802457033,0.0009864030255066303,0.01434440925235548,0.007714077059317939,0.008919760834737799,0.0043275610776556325,0.004169835287952665,0.02943900654439123,0.0008063493047669918,0.0014864712054400092,2.5330134963450613e-06,0.00047894785058464316,2.9204829320836583e-05,0.0013366953830245948
2019-07,0.19716567411858066,0.1921451020858586,0.10433454731963533,0.08230880213128888,0.11270269647642582,0.08325000108349158,0.053121044130869544,0.06492219158256367,0.022403377701311025,0.00025646779071833854,0.004736895496825431,0.014154046995654316,0.001345517450648381,0.011621581185499111,0.003877363844194375,0.008246901276815698,0.004501499629021844,0.0032776455493630733,0.03140243298030752,0.0008805362537141141,0.0008994877344603687,0.00018147346312233372,0.0005767748129564361,6.026219004835646e-05,0.0016276767166251262
2019-10,0.20144805106233707,0.1892185984579173,0.09676653239406861,0.09458885504981814,0.11197491632542346,0.09971293788195403,0.04581517986105093,0.0652718953856595,0.020813351250384946,0.00026846515814007624,0.005733002251986872,0.01462657169339559,0.001296999120251369,0.008406471311703058,0.0006253213125793465,0.006942850641742099,0.003737914372824001,0.003196769871963175,0.025688608020034243,0.0008241903384047432,0.0005890939428841387,0.000202158402914618,0.000998785012154007,4.3801326001270456e-05,0.0012086795544074354
2020-01,0.19431304619201115,0.18435167833006055,0.09715222594424314,0.09738278682099763,0.11419464278620262,0.10525788633818992,0.043564077437251644,0.06610268242723216,0.01968028584676687,0.00011278566391526682,0.0031799474590339756,0.01681643504036252,0.002535105929929668,0.012213804346524037,0.0004190411078967794,0.00528865506245753,0.002434149528638422,0.004300729933811467,0.026752230526700102,0.0010840676905512125,0.0005515603708948812,0.00016905524603854413,0.0011265345414127764,4.4005184643060684e-05,0.000972580244234166
2020-04,0.1870695622025443,0.1856231813301316,0.09035255807564126,0.10644465579560473,0.11793686600239887,0.0937042558278366,0.04296574458397511,0.06911772661842876,0.0186734436839871,0.00041411076067037416,0.0029220926832337363,0.016825293257840965,0.0035985712956726505,0.01887003095906543,0.0017194570284903281,0.005556875929888996,0.002563644583046368,0.0036976489711123346,0.02866307180817737,0.0008227823136730147,0.0005341298217812484,5.033970858884654e-05,0.001125940743663861,6.75366752329279e-05,0.0006804793393133445
2020-07,0.18653002706557503,0.1827189651874888,0.09894916910958619,0.0981624428927106,0.11801052145177564,0.09189766065177056,0.0483398705700224,0.06698367299202113,0.02091747838548203,0.0003275234501275832,0.0022598068563417038,0.016385234262199497,0.003930975978569303,0.016303634355102684,0.001453430508076665,0.0037041950611186865,0.0018923368331231866,0.00344502903547709,0.03478673753856025,0.0009844914708715255,0.0006697943213667187,4.3829428888762785e-05,0.0007648752372486261,4.364149626029938e-05,0.0004946558602351524
2020-10,0.18097717690985243,0.17730529754179714,0.09127442645426119,0.09999800131945139,0.1306588993685234,0.09067682944447111,0.045610197291992456,0.0702086447839069,0.01862900940093696,0.0003974641964882025,0.0019126390400217705,0.02005806246099011,0.0044708536479775175,0.01640113197850464,0.0009470603170701282,0.0049327646339440475,0.0011375291287048944,0.002569882086429461,0.039766397947615696,0.0005093238171852419,0.0004366320551962106,1.6365807935265026e-05,0.0005347473759999047,4.8373466606465874e-05,0.0005222895241374406
2021-01,0.1930398719291585,0.18027411394567233,0.10617428367668688,0.09280161097285143,0.11852132351412006,0.07545099803725304,0.056765046437684104,0.06455542254220381,0.02374898007859431,0.0004105852032483842,0.0013448647106373743,0.01668942854920341,0.005599569713839008,0.010438602980697938,0.00013006479113442074,0.003044871120443273,0.0017776666458126993,0.0022500682726991936,0.04517541442486394,0.00034607229152670046,0.0002032492581732938,7.547763893844802e-06,0.0005778795982596178,5.265568108061637e-05,0.0006198078602619162
