,당기순이익/총자본,영업이익/총자본,판매 및 관리비/총자본,영업현금흐름/총자본,총자본,차입금의존도,매출총이익/총자본,최대주주비율,매출채권/총자본,최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액+타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액+BW금액+CB금액+유상증자금액/총자본,경영권분쟁소송+최대주주변경카운트+불성실공시법인지정카운트+조회공시요구카운트+상호변경카운트+업종변경카운트,결산기간_주가변동률,결산기간_거래량증가,최대주주비율_변동성
2016-10,0.19440583022505126,0.17076727562722654,0.08132012379748074,0.10336391104873752,0.12061428183691224,0.031054192422314764,0.06428131674229624,0.09553609345092759,0.01845549309367421,0.059613787643555,0.023406427798129424,0.02370811935267244,0.002976685968243715,0.010496460992778442
2017-01,0.1940252596214962,0.1697134659575179,0.08884527169170964,0.08225115905768071,0.1269889227643081,0.031809235448611355,0.06264170431952097,0.10616897626405697,0.020544596547636802,0.05205254962208342,0.02555691997490889,0.024370430653582534,0.0013362763904292505,0.013695231686457272
2017-04,0.18917025440580637,0.15480974662349573,0.0990373011071079,0.09053037855646515,0.12093899458228473,0.04442270738663267,0.05916257521719927,0.09640115700803653,0.02791443840063744,0.060735862615630194,0.018441763558298945,0.022654629828319492,0.0021423121196203353,0.013637878590465348
2017-07,0.18853684220990902,0.16777777705763836,0.08870653063341351,0.08996310293889331,0.13032724040175514,0.03412902447304987,0.06576344897789844,0.1003416926825532,0.019210386821755576,0.05088809914475276,0.027405472895899,0.02397679780219332,0.005396553792684053,0.007577030167604542
2017-10,0.1818546372034478,0.17020655841908341,0.08530377274806492,0.08223639739224688,0.12720669809841212,0.042357941118725116,0.06672953990761989,0.09979134918801644,0.0195936677407185,0.05557309868298259,0.022594100343424135,0.022427807373539478,0.007428483874529259,0.01669594790918947
2018-01,0.1987252325040868,0.1990472572829493,0.0055537919561748274,0.09314730284029005,0.1448787195077902,0.03262414137773498,0.05492677044008976,0.09291410770924546,0.0024346266060945106,0.05314195049289419,0.021999328927184772,0.07252027504654607,0.00874231289295487,0.01934418241596421
2018-04,0.16939718050620595,0.17154819023214513,0.07542043641284142,0.11277833228624289,0.10958437128035325,0.04736033491668023,0.07242032156654245,0.09867566317937601,0.017072213177508254,0.06996338740146638,0.022867375485488273,0.022193572035908004,0.006233563624666471,0.004485057894575314
2018-07,0.18156275129139973,0.1787846280320959,0.08161239525760618,0.10448466114889159,0.11393544716781093,0.052599700221696716,0.06777484096299001,0.09455254185431813,0.019320794275153364,0.05553080094546967,0.01763660694926133,0.018554370585291465,0.005632676566634849,0.008017784741380264
2018-10,0.17424199313084882,0.18010613700028735,0.0926126334565807,0.11383841390910387,0.12073526242600652,0.05090694133311566,0.06338458694393154,0.0875677293972869,0.020048065825726706,0.04749330829139449,0.01608442674499065,0.01928564593140811,0.0081605719436289,0.005534283665689699
2019-01,0.18869667856066444,0.19198082930572943,0.10186354635371728,0.09674698421434157,0.11804373343497487,0.04861736251639231,0.06182213545460078,0.08388913704581413,0.019839084417524657,0.04571589027496669,0.017527090645447503,0.015692032900818248,0.005664719214315139,0.003900775660692895
2019-04,0.18826816427837204,0.17257833846680834,0.09952544343973056,0.09083143298886681,0.11785872180611484,0.046597718126919714,0.06339781786040795,0.08446904810802441,0.01921274486209909,0.049656815668470564,0.023252093585833848,0.021441937804091624,0.006634343055375535,0.016275379948884415
2019-07,0.18790322169493115,0.18693885387215275,0.11049621150767995,0.07939219385414788,0.11588205241896078,0.05095644623978581,0.060444582613778816,0.07690744691287138,0.022885336529024816,0.05429233345529225,0.025757786680303867,0.014518210807219182,0.0031673244786568984,0.010457998935194621
2019-10,0.1920630690113064,0.18513304433482924,0.09892685547435204,0.09493620221191525,0.11269504517686975,0.04502371066849212,0.06306027518456023,0.09176737072496055,0.021959434779303,0.044149456046107136,0.025970750691154315,0.014459625752327943,0.00041677329465300566,0.009438386649169106
2020-01,0.1897313568839885,0.1835303036231254,0.08972491910662021,0.09797331523976932,0.11318148369731199,0.041683147141466946,0.0668003706927943,0.10180266706682739,0.019065384630191883,0.04486543546142279,0.023100002289745063,0.015638810380861397,0.00013137041844138176,0.012771433367433565
2020-04,0.11068485763211146,0.1540209590271961,0.09274087654591587,0.11423093999329427,0.056893618572905105,0.023741342870735385,0.26064504576409386,0.03732686277275423,0.1023179939242049,0.015015264659295625,0.011939960315516982,0.014136455992348475,0.0007183440122377115,0.0055874779173900975
2020-07,0.183961879860625,0.1801389098018002,0.08397881104681816,0.10098060429910803,0.1196247879830538,0.04069285390629629,0.0710971880550449,0.08989263243661366,0.018742357788637438,0.05413495623004765,0.02254615830196465,0.017927842363518957,0.0014576611765778648,0.014823356749893537
2020-10,0.1721870486424955,0.17473967581159194,0.09093082106000613,0.09894216134878937,0.12996787388880027,0.04365482640230809,0.06765653613079048,0.08553993302085688,0.01856724783302329,0.061744716233853594,0.017803517374615947,0.01970740597437911,0.0010845594038721015,0.01747367687461728
2021-01,0.19069103562116393,0.1871185034006657,0.09217570793060484,0.09037737680102684,0.12283321467784183,0.043298933003718204,0.07009989881305868,0.07942286769978371,0.017984442393199216,0.06285565975217826,0.013609967919073134,0.01936025951465124,0.0003452011440023814,0.009826931329032092
