,0
영업이익/총자본,0.18554085236340373
당기순이익/총자본,0.1852171585998722
총자본,0.10114288212517258
매출총이익/총자본,0.09925710473845817
영업현금흐름/총자본,0.09184306516613608
판매 및 관리비/총자본,0.0876568299986862
최대주주비율,0.07483639777023114
차입금의존도,0.04582461051308357
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액+타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액+BW금액+CB금액+유상증자금액/총자본,0.04264667754182419
매출채권/총자본,0.033872928121272294
경영권분쟁소송+최대주주변경카운트+불성실공시법인지정카운트+조회공시요구카운트+상호변경카운트+업종변경카운트,0.02082404261542647
결산기간_주가변동률,0.018846818928617937
최대주주비율_변동성,0.009386745186755823
결산기간_거래량증가,0.003103886331059619
