,당기순이익/총자본,영업이익/총자본,BW금액_전체시장+CB금액_전체시장+유상증자금액_전체시장/총자본,최대주주비율,거래량회전율,매출총이익/총자본,영업현금흐름/총자본,경영권분쟁소송_전체시장+최대주주변경카운트_전체시장+상호변경카운트_전체시장+업종변경카운트_전체시장+불성실공시법인지정카운트_전체시장+조회공시요구카운트_전체시장,판매 및 관리비/총자본,타법인주식및출자증권취득결정자기자본대비_전체시장+차입금의존도,자기주식처분결정금액_전체시장+특수관계인에대한자금대여금액_전체시장+최대주주변경을수반하는주식담보제공금액_전체시장+최대주주변경을수반하는주식양수도금액_전체시장/총자본,매출채권/총자본
2017-04,0.5552062822108599,0.5133075097383127,0.2878266831570384,0.2765709474985756,0.2457919364415589,0.19505348102506936,0.3051019871352441,0.17552750653868193,0.14209723414819628,0.09232622500784993,0.15124049206582468,0.0599497150327882
2017-07,0.4983907668470196,0.45147660906284204,0.2750262650096257,0.27175323835305204,0.2346807590699391,0.16317422142540736,0.2541932820593817,0.20090492258860906,0.24129591549367974,0.1702927543380108,0.13391327860610516,0.1048979871463276
2017-10,0.5030024887273522,0.5030297160102368,0.3024467085188225,0.27066925253501667,0.22724184706989742,0.1902122480088088,0.25211287532836874,0.20074330239922578,0.18522760973323799,0.16011359005234468,0.14328156828548114,0.06191879333120697
2018-01,0.29838033664151775,0.3798507374615282,0.26518143472810973,0.1151954828592641,0.14939126342805725,0.6133771148846543,0.19453232847800878,0.2636562136492483,0.2543527641718017,0.05154962508300901,0.16880931813583244,0.24572338047896866
2018-04,0.2727260421287281,0.3233953629003399,0.2337618648046628,0.08244458747470075,0.10454762489373237,0.5975692428620406,0.1830166436452883,0.22571522680527115,0.3667141396077918,0.08407237775198122,0.17384002725453662,0.3521968598709264
2018-07,0.5741289852863612,0.5629281340402498,0.2928620979550653,0.2333916836307217,0.1185716129206861,0.1917956440855374,0.31920495636740676,0.19856844753406794,0.16596944749713607,0.1515145904476975,0.14277838357284006,0.04828601666223005
2018-10,0.56762463023849,0.5750513072192527,0.28799587689026873,0.21739545020628867,0.1050144751038013,0.212847671756403,0.3315395513768446,0.2148918480368252,0.136457539108977,0.14514704679566864,0.14823497342539368,0.057799629841786604
2019-01,0.5707518555990609,0.5669679461631276,0.28687186879232873,0.2315687908140213,0.10780793377283843,0.17273859481907233,0.2885560219561274,0.2171587019554047,0.2100890302372123,0.1583070857367362,0.14473871698330434,0.04444345317076544
2019-04,0.577780615484776,0.5505684830577948,0.2947476570991491,0.21544278676712234,0.12304882477213845,0.20228575227211798,0.2935264506934686,0.23783050094120428,0.1488606575116984,0.14110346261466858,0.1623605192957907,0.052444289490070795
2019-07,0.5921585074581328,0.5886712138710333,0.2793055318087526,0.2245392335454812,0.10901747583200763,0.17805245558458827,0.26829503006376554,0.22011323686904255,0.17011427831065712,0.1699342779703159,0.14232747754637787,0.05747128113984465
2019-10,0.4976585709036271,0.41217338188223296,0.18805666938791232,0.1357908398523889,0.07595403318308704,0.20634429905901672,0.16720465862169637,0.1631395233232692,0.4479493654086252,0.31697673951877825,0.11241856420495677,0.2763333546544091
2020-01,0.5917140829734044,0.5521971393300267,0.2900404145484302,0.23860020671508153,0.07618372245029792,0.19286743927051575,0.3281651634355451,0.19843891086211918,0.16722678824161658,0.16416484100519557,0.14044719848678608,0.0599540926809807
2020-04,0.5320735996576536,0.5242735225928125,0.3224106570342614,0.22584478149179932,0.04331850361279871,0.18229167535523338,0.29537550048399785,0.18528532159878694,0.2559569764598988,0.21390276526320057,0.13413887706247324,0.08512781938708372
2020-07,0.5530203196747221,0.5610722792206018,0.3297279842688433,0.21967334895355162,0.03663188445428289,0.22243651119000407,0.3571279208779817,0.20045443557501708,0.13668609646871932,0.15864096116748322,0.15532807310839059,0.06920018504040253
2020-10,0.5345283407088949,0.4927614872321399,0.32708673520494425,0.21293935560306115,0.03904716608977794,0.16715917165235605,0.27230253861797626,0.19919407122376614,0.2953271221009286,0.23290894607629226,0.1325268345506607,0.09421823093920227
2021-01,0.5648361266771824,0.58717600350277,0.3592619682199026,0.18390579195534884,0.03550202354015095,0.2277202665749562,0.318909171456479,0.20475437147615147,0.1279748584069325,0.1601998395295319,0.15696699754910184,0.07279258111149194
