,0
매출총이익,0.16152239099796212
총자본,0.13966223458075153
영업이익,0.1291261757093918
매출채권,0.10598066069769199
당기순이익,0.1045930538476739
판매 및 관리비,0.10071859611279818
영업현금흐름,0.08167056563261335
최대주주비율,0.07246873142820277
경영권분쟁소송+최대주주변경카운트+불성실공시법인지정카운트+조회공시요구카운트+상호변경카운트+업종변경카운트,0.02567175560398525
차입금의존도,0.020759839619817665
결산기간_주가변동률,0.02041794390622125
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액+타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액+BW금액+CB금액+유상증자금액,0.020408034270474763
최대주주비율_변동성,0.010827101425739795
결산기간_거래량증가,0.006172916166675643
