,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.0,0.19999999999999998,0.0,0.0,0.03571428571428571,0.9032258064516128,0.8409090909090909,0.03508771929824561,0.023809523809523808,0.7659574468085106
1,0.05555555555555555,0.13333333333333333,0.0,0.0,0.14285714285714285,0.06451612903225806,0.11363636363636365,0.9122807017543859,0.9047619047619047,0.12765957446808512
2,0.9444444444444444,0.6666666666666666,1.0,1.0,0.8214285714285714,0.03225806451612903,0.045454545454545456,0.052631578947368425,0.07142857142857142,0.10638297872340427
포착군집,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0
