,0
매출총이익,0.16255320412232369
총자본,0.13916123264030997
영업이익,0.13006890940694432
당기순이익,0.1044906365523739
매출채권,0.10438984337887036
판매 및 관리비,0.10231134636087638
영업현금흐름,0.08335342331754378
최대주주비율,0.07052184402258885
경영권분쟁소송+최대주주변경카운트+불성실공시법인지정카운트+조회공시요구카운트+상호변경카운트+업종변경카운트,0.026452457319966594
결산기간_주가변동률,0.020366689571349367
차입금의존도,0.02032788048355378
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액+타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액+BW금액+CB금액+유상증자금액,0.019879706512792347
최대주주비율_변동성,0.009359843243766576
결산기간_거래량증가,0.006762983066740076
