,0
매출총이익,0.16141026370068887
총자본,0.13901686010805167
영업이익,0.12823658072279198
매출채권,0.1040728265859019
당기순이익,0.1031396434962343
판매 및 관리비,0.10180088813491403
영업현금흐름,0.08360217356729018
최대주주비율,0.07170016184254464
BW금액+CB금액+유상증자금액,0.025212042700951526
결산기간_주가변동률,0.02017539516822923
차입금의존도,0.019612954675920936
경영권분쟁소송+불성실공시법인지정카운트+조회공시요구카운트,0.015448486593552292
최대주주비율_변동성,0.009363746405438937
결산기간_거래량증가,0.006696682760903008
최대주주변경카운트,0.005694039312116749
최대주주변경을수반하는주식담보제공금액+최대주주변경을수반하는주식양수도금액,0.001991706356013916
타법인주식및출자증권취득결정금액+특수관계인에대한자금대여금액,0.0017089330372112715
상호변경카운트+업종변경카운트,0.0011166148312445317
