,0
BW금액,1143595286.581089
CB금액,5354473249.165556
경영권분쟁소송,0.14381176269300652
불성실공시법인지정카운트,0.12438302631063061
상호변경카운트,0.07900000358892285
업종변경카운트,0.04362711084633693
유상증자금액,2606100801.6882544
조회공시요구카운트,0.37079747010415043
최대주주변경을수반하는주식담보제공금액,904800044.0111227
최대주주변경을수반하는주식양수도금액,1490998966.9362836
최대주주변경카운트,0.22902869203636583
타법인주식및출자증권취득결정금액,2735930974.0460973
특수관계인에대한자금대여금액,199.1966885635383
결산기간_거래량증가,inf
결산기간_주가변동률,0.9227476362261484
당기순이익,-4411886.266173705
매출채권,19616188.66896045
매출총이익,782385.0183009186
영업이익,-2285693.575842539
영업현금흐름,-747127.1231404933
차입금의존도,27.069516235048905
총자본,46969284.29097688
최대주주비율,29.307615969354554
판매 및 관리비,3068693.258388392
최대주주비율_변동성,inf
