,0
BW금액,1109384973.913018
CB금액,5469901533.729721
경영권분쟁소송,0.147413418743401
불성실공시법인지정카운트,0.1261212295215155
상호변경카운트,0.08337837130503475
업종변경카운트,0.04386455981833393
유상증자금액,2992979673.624458
조회공시요구카운트,0.3771890436942452
최대주주변경을수반하는주식담보제공금액,962030546.7010552
최대주주변경을수반하는주식양수도금액,1527732435.2374694
최대주주변경카운트,0.23923544384287176
타법인주식및출자증권취득결정금액,2762777746.0817785
특수관계인에대한자금대여금액,178.04787831866264
결산기간_거래량증가,inf
결산기간_주가변동률,0.9350418103179187
당기순이익,-4264793.419722358
매출채권,20371236.50803655
매출총이익,1035690.0863548829
영업이익,-2082183.9726639197
영업현금흐름,-759566.4308773365
차입금의존도,27.188451728169696
총자본,46886572.322904676
최대주주비율,29.282163828823453
판매 및 관리비,3117651.6622583163
최대주주비율_변동성,inf
