,매출총이익,총자본,영업이익,당기순이익,판매 및 관리비,매출채권,영업현금흐름,최대주주비율,결산기간_주가변동률,차입금의존도,조회공시요구카운트,BW금액,최대주주변경카운트,최대주주비율_변동성,유상증자금액,불성실공시법인지정카운트,상호변경카운트,결산기간_거래량증가,타법인주식및출자증권취득결정금액,CB금액,최대주주변경을수반하는주식양수도금액,업종변경카운트,특수관계인에대한자금대여금액,경영권분쟁소송,최대주주변경을수반하는주식담보제공금액
2016-07,0.16096048614309907,0.1418026261157439,0.13177437268905662,0.10470451700865048,0.10170470301390164,0.10258655187442758,0.08265810854210222,0.06573139823201724,0.021511827242737633,0.01188037044446743,0.010393234064894317,0.00017663840365974234,0.008211739373172237,0.015963490244614662,0.0009675050432283144,0.002180404445330682,0.000944512005098797,0.007493129036762183,0.0022317111944631057,0.023435570995024517,0.0013467456714445468,0.00014902403703570985,2.530876668151812e-05,0.00033515202252984243,0.0008308733898559948
2016-10,0.15992183776564756,0.1413500497656826,0.13106789999500157,0.11028693256166933,0.10295970107254429,0.1079835664030783,0.08216798991894511,0.0733798659509553,0.02051062620199302,0.011160718975580113,0.007147216602264401,0.00017005984586120597,0.006615818393441613,0.01079384914023694,0.0009355020210322691,0.0022437140234560123,0.0005707114635302784,0.004228640716835222,0.0014941430611307331,0.022089179021215447,0.0010428836862589588,0.00023190254042539934,2.9525275271066367e-05,0.0005958469379949255,0.0010218186599483719
2017-01,0.16166036862799543,0.14919014447455903,0.13004212139361665,0.11052444565975308,0.10929130795005752,0.11320222721815781,0.0800585459219848,0.06752667897590658,0.02285857773963287,0.006835815291770363,0.007194838827361065,0.00018288956966535305,0.005450149919039923,0.010528153478734365,0.0006281347409882901,0.0017590993488219684,0.0003974159066535952,0.001693306082875459,0.000524161782666654,0.018059881080056375,0.000608745016954805,0.0001639329494168479,3.539879527865107e-05,0.0007558147001346985,0.0008278445479178173
2017-04,0.15997256419600953,0.13823207522413788,0.12925175161555869,0.11010942392580877,0.10193570031194281,0.1067697630523477,0.07634673775955653,0.08189532238948104,0.021453659643882964,0.01378339316290099,0.007345215303959549,0.0002348017180527999,0.007049317745323892,0.010999778856915733,0.0009445814895245387,0.0014928083570398844,0.0005538735664276265,0.001056716701477763,0.0017411053178526042,0.02545246380825594,0.0013041615584439975,0.00024483784142183106,2.7163033085370236e-05,0.000825397322950707,0.000977386097640933
2017-07,0.15527032673052651,0.136787901261513,0.12253479568190595,0.10669735667892243,0.10113198404171843,0.10533499567009696,0.07237774614557353,0.08738444012156597,0.02132028355477965,0.013665720574906582,0.0074839166350530485,0.0003479461749816562,0.009284399745942962,0.017016047771100707,0.0004800052078358451,0.0027313963093109823,0.0012157873003866063,0.00694232972063194,0.0031353827704560357,0.025110224677225346,0.0014512096639890777,8.797281797007314e-05,2.7115547720142255e-05,0.000653193527340758,0.0015275216685456754
2017-10,0.15409453061304598,0.1328291099601369,0.12208838178615763,0.10227441295322096,0.09860836818173879,0.10011876190443209,0.07218188719923355,0.09550355470690959,0.020081025158941737,0.015902406141562988,0.005527773356646697,0.0003803375616892124,0.008761480138610753,0.01803858983542238,0.0004402229045931435,0.0025728690683430307,0.0011298072599170747,0.008934351269591079,0.003700526824622537,0.032669057699561424,0.0016691985171379553,3.9710038066123066e-05,1.7549283798647906e-05,0.0007159602910495232,0.0017201273455702054
2018-01,0.15703670452600849,0.13313986217735188,0.11752094792923179,0.09571414903840027,0.10244696707130327,0.09979290007711271,0.07204325019193246,0.09850179664286488,0.019506285823252128,0.01847404842496423,0.003913307697191225,0.0004397893010865297,0.008565758441939122,0.017153653366501202,0.00039525227257003286,0.0026764327849582337,0.0011033184647816336,0.01121099969973359,0.003048055360685375,0.033501498949596704,0.0019037312301673965,9.869106155575417e-06,2.863911005291282e-05,0.0005304777461147948,0.0013423045660435839
2018-04,0.16481182400452785,0.12824639876220392,0.13047922303940077,0.09991689211869519,0.10991831646583602,0.10311558745392725,0.07652911261211844,0.08082538086277898,0.020463196114017194,0.01571202007610289,0.002558985510310446,0.0003165096833212149,0.005547832852237924,0.008357314769201601,0.0005294959802401481,0.002623116008069962,0.0006257160096825289,0.014920094410053361,0.00192307254636092,0.02974180810310079,0.001346031367713037,1.7574004233406853e-05,2.4945495816048763e-05,0.0005796820002543626,0.0008698697497958425
2018-07,0.16156281804945324,0.13385641992394942,0.12520668626698503,0.0993013452381682,0.10758320517718895,0.0998579117900004,0.08387263352304304,0.07857909156422035,0.021139138778344987,0.021942398608988303,0.0021354407685875054,0.00027201586994248444,0.0034633808394472164,0.009087161608279439,0.000464489746884215,0.003163749248413331,0.0005793173940703416,0.017317969089139924,0.0022752561270109107,0.02638030618205295,0.0007576109033369356,3.330788885909057e-05,3.3208981693073896e-05,0.0007089651519436758,0.0004261712799971563
2018-10,0.1360170369594792,0.12289792269530768,0.11717209275087807,0.10362989021720471,0.07857537829620219,0.09342725954807356,0.08652621456079522,0.11037551082968981,0.017988328979493304,0.04386481507682996,0.0014974086185379255,0.00033618384704901084,0.005876069118514439,0.00792848946719123,0.0007868699129694183,0.004638221880975435,0.0011020991048063355,0.024944197919130058,0.0033681747172468746,0.036205963359657374,0.0010648329286365714,1.4830818175812792e-05,5.144954484997552e-05,0.0007536432922573229,0.0009571155560487421
2019-01,0.14955094556918577,0.1382182139580426,0.1170911548255243,0.09844781554465284,0.09345045727058757,0.1089329116067154,0.07581675783192955,0.09466080198956331,0.021376596565102875,0.024043388848718983,0.0035775930921539034,0.0001878721605483995,0.008186656257011472,0.0062900449054637654,0.0008576458717458634,0.003976127556229504,0.0012184757917729123,0.016974379405226427,0.002326876840751538,0.03186670586094273,0.0013494107214631482,2.5833027944005076e-05,5.3159129681429654e-05,0.0004977299328526516,0.001022445436188831
2019-04,0.14248038417153328,0.13373632459301507,0.11583690603006593,0.10221943589091285,0.08672667834334889,0.09985986961413965,0.08764829301078682,0.09874398118966446,0.021729161638298293,0.030666041498449828,0.004516057397975414,0.00014066096294826746,0.010263157843117413,0.011644845881435604,0.0006917546479618044,0.003992372036264683,0.0009255241489117785,0.015324955595061956,0.003066196046741218,0.02712530995662099,0.001308824275968779,2.2348396054013987e-05,4.643855009452787e-05,0.0005854981660147662,0.0006989801146138881
2019-07,0.14203895758802088,0.12722911735009199,0.12157123895504865,0.1044407897311823,0.08047696208276307,0.09288667173835564,0.07985331462461898,0.1005381032186726,0.020241877339435718,0.04175113981115985,0.004634928707053527,0.00027067072238999877,0.012015720316324103,0.013751826312881122,0.0011879648361831565,0.0032394080882089363,0.0014129746338543852,0.016492200903695343,0.003623414770083743,0.0292251882705278,0.0007303660301258355,0.0004309652750102129,6.699854128374008e-05,0.0009849300049517222,0.0009042701480767676
2019-10,0.17124454929248736,0.14302300198585424,0.11831162315154431,0.08862371575654072,0.11256813663287939,0.1141268286153888,0.090463787503357,0.07226063514941436,0.021825945893057905,0.017767943404023642,0.006074789261777744,0.0001855376899574392,0.0076239118029332795,0.006318012837470785,0.0007380459703776887,0.0023080396564633837,0.0009433109694224063,0.0025597109659119903,0.0011700930717593809,0.01931426454007856,0.0005352232377136154,0.00027258896025080805,5.369180256481978e-05,0.0010515191041607153,0.0006350927446097202
2020-01,0.16790286654662476,0.14671935507439773,0.11442568394608574,0.08564711411569544,0.11183728522153837,0.11928066269256017,0.10504057639414802,0.06981275034870685,0.023374772208790053,0.013024822032775735,0.0033121598508012995,0.00016070750271585324,0.004255826839559621,0.0105226631952215,0.001121977979853771,0.002564548948587014,0.0006142158168014819,0.0015216694241180755,0.0009168533217146117,0.01605103049981528,0.00047693669008536777,7.606213521589617e-05,7.708856302859988e-05,0.0008648305178458381,0.00039754013331289826
2020-04,0.1652629421414572,0.14414778502543743,0.12117488943234803,0.08397637013846918,0.11032440716701934,0.12406998654709558,0.10811680540299089,0.06860525878031631,0.02578538827450527,0.010629556255663005,0.002550128005618138,0.000294836425720789,0.00432650341751934,0.007756842293046704,0.0017557130114599017,0.002126895020681402,0.0007255803870052999,0.001381325578387168,0.0010199687359522633,0.014170830597296588,0.0004176895327113017,0.00014562104296205578,7.687588666736664e-05,0.000849848394996582,0.00030795250467288633
2020-07,0.16268242241620615,0.1369310849039542,0.1250452278459904,0.09581337055509395,0.10479995225842144,0.11741462118054037,0.11195760874773883,0.06955449077843572,0.023370584842933098,0.012136627921690317,0.0021990472408270844,0.00031936309432151736,0.003334932146421058,0.003521142576954444,0.0024412834582524983,0.002186511785714626,0.001058344542889427,0.0010101686287602909,0.0018083496613797386,0.02075923796793497,0.000671713291004221,0.00010363162029836151,4.716309582058235e-05,0.0006629799904241951,0.00017013944799251993
2020-10,0.1616993578996409,0.13467466597976613,0.13007528764135673,0.10903477680563295,0.10062519555009433,0.11170863673281058,0.10149900080566712,0.06753231417655192,0.022754100652336174,0.016998148337090492,0.0010208445100214514,0.00045658931688700684,0.003333377187499501,0.0038458641057575716,0.00283823522378411,0.002009112946787118,0.0007128503796064758,0.0011320023385051824,0.002085204934354443,0.024514668187224205,0.0004894594816141926,4.706951925163768e-05,3.3753347392741086e-05,0.0005537403819771609,0.00032574355838986134
2021-01,0.15910357185858265,0.13631463587864834,0.13047304247207375,0.11681168936525546,0.09810033829868191,0.11339058717341856,0.09140570966611036,0.06974109782008506,0.023211992265685752,0.020057950386222306,0.0006258208823446392,0.0004243232008890876,0.002927956354598752,0.0025929476144022053,0.0029762178938771335,0.0013090316351593119,0.00044588770010301176,0.0015038018306273316,0.0017763827144745962,0.025422706674255516,0.0003118159967020808,1.5482587360646288e-05,4.036698984059164e-05,0.0006909588329890311,0.00032568390761199197
