,2012-01,2013-01,2014-01,2015-01,2016-01,2017-01,2018-01,2019-01,2020-01,2021-01
0,0.020689655172413793,0.009195402298850575,0.04367816091954023,0.011494252873563218,0.01839080459770115,0.020689655172413793,0.11954022988505747,0.13333333333333333,0.041379310344827586,0.0735632183908046
1,0.05057471264367816,0.027586206896551724,0.03218390804597701,0.04367816091954023,0.027586206896551724,0.059770114942528735,0.022988505747126436,0.03908045977011494,0.03218390804597701,0.016091954022988506
2,0.027586206896551724,0.0367816091954023,0.013793103448275862,0.029885057471264367,0.04367816091954023,0.01839080459770115,0.022988505747126436,0.020689655172413793,0.10344827586206896,0.03908045977011494
포착군집,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0
